cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,001617,College of Idaho (the),Private,Accounting and Related Services.,Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,Accounting and Related Services.,Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,Applied Mathematics.,Bachelor's Degree,18,,21553
2016_2017,001617,College of Idaho (the),Private,Applied Mathematics.,Bachelor's Degree,12,,22251
2015_2016,001617,College of Idaho (the),Private,"Bilingual, Multilingual, and Multicultural Education.",Master's Degree,,,
2016_2017,001617,College of Idaho (the),Private,"Bilingual, Multilingual, and Multicultural Education.",Master's Degree,,,
2015_2016,001617,College of Idaho (the),Private,"Biology, General.",Bachelor's Degree,30,27000,23845
2016_2017,001617,College of Idaho (the),Private,"Biology, General.",Bachelor's Degree,38,25625,22081
2015_2016,001617,College of Idaho (the),Private,"Business Administration, Management and Operations.",Bachelor's Degree,41,26000,24608
2016_2017,001617,College of Idaho (the),Private,"Business Administration, Management and Operations.",Bachelor's Degree,56,23750,23501
2015_2016,001617,College of Idaho (the),Private,Chemistry.,Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,Chemistry.,Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,Communication and Media Studies.,Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,Communication Disorders Sciences and Services.,Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,Communication Disorders Sciences and Services.,Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,Curriculum and Instruction.,Master's Degree,,,
2016_2017,001617,College of Idaho (the),Private,Curriculum and Instruction.,Master's Degree,,,
2015_2016,001617,College of Idaho (the),Private,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,"Engineering, Other.",Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,"Engineering, Other.",Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,"English Language and Literature, General.",Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,"English Language and Literature, General.",Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,Fine and Studio Arts.,Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,Fine and Studio Arts.,Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,Health and Physical Education/Fitness.,Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,Health and Physical Education/Fitness.,Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,"Health Services/Allied Health/Health Sciences, General.",Bachelor's Degree,36,23447,22043
2016_2017,001617,College of Idaho (the),Private,"Health Services/Allied Health/Health Sciences, General.",Bachelor's Degree,46,24322,21882
2015_2016,001617,College of Idaho (the),Private,Health/Medical Preparatory Programs.,Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,Health/Medical Preparatory Programs.,Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,History.,Bachelor's Degree,15,,22693
2016_2017,001617,College of Idaho (the),Private,History.,Bachelor's Degree,16,,22651
2015_2016,001617,College of Idaho (the),Private,International Relations and National Security Studies.,Bachelor's Degree,14,,23458
2016_2017,001617,College of Idaho (the),Private,International Relations and National Security Studies.,Bachelor's Degree,15,,22563
2015_2016,001617,College of Idaho (the),Private,Mathematics and Computer Science.,Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,Mathematics and Computer Science.,Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,Mathematics.,Bachelor's Degree,,,23425
2016_2017,001617,College of Idaho (the),Private,Mathematics.,Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,Music.,Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,Music.,Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,Natural Resources Conservation and Research.,Bachelor's Degree,11,,27737
2016_2017,001617,College of Idaho (the),Private,Natural Resources Conservation and Research.,Bachelor's Degree,13,,24191
2015_2016,001617,College of Idaho (the),Private,Philosophy.,Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,Philosophy.,Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,"Physiology, Pathology and Related Sciences.",Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,"Physiology, Pathology and Related Sciences.",Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,Political Science and Government.,Bachelor's Degree,15,,22418
2016_2017,001617,College of Idaho (the),Private,Political Science and Government.,Bachelor's Degree,15,,23489
2015_2016,001617,College of Idaho (the),Private,"Psychology, General.",Bachelor's Degree,42,24943,22822
2016_2017,001617,College of Idaho (the),Private,"Psychology, General.",Bachelor's Degree,56,25000,22866
2015_2016,001617,College of Idaho (the),Private,Rehabilitation and Therapeutic Professions.,Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,Rehabilitation and Therapeutic Professions.,Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,Religion/Religious Studies.,Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,Religion/Religious Studies.,Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,Rhetoric and Composition/Writing Studies.,Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,Rhetoric and Composition/Writing Studies.,Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,"Romance Languages, Literatures, and Linguistics.",Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,"Romance Languages, Literatures, and Linguistics.",Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,"Social Sciences, Other.",Bachelor's Degree,,25000,24815
2016_2017,001617,College of Idaho (the),Private,"Social Sciences, Other.",Bachelor's Degree,,,25293
2015_2016,001617,College of Idaho (the),Private,Sociology and Anthropology.,Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,Sociology and Anthropology.,Bachelor's Degree,,,
2015_2016,001617,College of Idaho (the),Private,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,15,,23910
2015_2016,001617,College of Idaho (the),Private,"Teacher Education and Professional Development, Specific Levels and Methods.",Master's Degree,,,
2016_2017,001617,College of Idaho (the),Private,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,14,,22594
2016_2017,001617,College of Idaho (the),Private,"Teacher Education and Professional Development, Specific Levels and Methods.",Master's Degree,,,
2015_2016,001617,College of Idaho (the),Private,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,,,
2016_2017,001617,College of Idaho (the),Private,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,,,
