cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,003389,Washington And Jefferson College,Private,Accounting and Related Services.,Bachelor's Degree,53,27000,26255
2016_2017,003389,Washington And Jefferson College,Private,Accounting and Related Services.,Bachelor's Degree,49,27000,27315
2015_2016,003389,Washington And Jefferson College,Private,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,15,NA,24033
2016_2017,003389,Washington And Jefferson College,Private,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,16,NA,24321
2015_2016,003389,Washington And Jefferson College,Private,"Biology, General.",Bachelor's Degree,24,27000,27027
2016_2017,003389,Washington And Jefferson College,Private,"Biology, General.",Bachelor's Degree,21,27000,26949
2015_2016,003389,Washington And Jefferson College,Private,"Business/Commerce, General.",Bachelor's Degree,66,27000,25718
2016_2017,003389,Washington And Jefferson College,Private,"Business/Commerce, General.",Bachelor's Degree,62,27000,26674
2015_2016,003389,Washington And Jefferson College,Private,Cell/Cellular Biology and Anatomical Sciences.,Bachelor's Degree,NA,NA,NA
2016_2017,003389,Washington And Jefferson College,Private,Cell/Cellular Biology and Anatomical Sciences.,Bachelor's Degree,NA,NA,NA
2015_2016,003389,Washington And Jefferson College,Private,Chemistry.,Bachelor's Degree,10,NA,25737
2016_2017,003389,Washington And Jefferson College,Private,Chemistry.,Bachelor's Degree,14,NA,25679
2015_2016,003389,Washington And Jefferson College,Private,Communication and Media Studies.,Bachelor's Degree,13,NA,27676
2016_2017,003389,Washington And Jefferson College,Private,Communication and Media Studies.,Bachelor's Degree,21,27000,28128
2015_2016,003389,Washington And Jefferson College,Private,"Computer and Information Sciences, General.",Bachelor's Degree,16,NA,26645
2016_2017,003389,Washington And Jefferson College,Private,"Computer and Information Sciences, General.",Bachelor's Degree,10,NA,27150
2015_2016,003389,Washington And Jefferson College,Private,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,NA,NA,NA
2016_2017,003389,Washington And Jefferson College,Private,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,NA,NA,NA
2015_2016,003389,Washington And Jefferson College,Private,Economics.,Bachelor's Degree,30,27000,24289
2016_2017,003389,Washington And Jefferson College,Private,Economics.,Bachelor's Degree,27,26000,24609
2015_2016,003389,Washington And Jefferson College,Private,"Education, General.",Bachelor's Degree,NA,NA,NA
2016_2017,003389,Washington And Jefferson College,Private,"Education, General.",Bachelor's Degree,NA,NA,NA
2015_2016,003389,Washington And Jefferson College,Private,"English Language and Literature, General.",Bachelor's Degree,26,27000,26080
2016_2017,003389,Washington And Jefferson College,Private,"English Language and Literature, General.",Bachelor's Degree,18,NA,27329
2015_2016,003389,Washington And Jefferson College,Private,Fine and Studio Arts.,Bachelor's Degree,NA,NA,NA
2016_2017,003389,Washington And Jefferson College,Private,Fine and Studio Arts.,Bachelor's Degree,NA,NA,NA
2015_2016,003389,Washington And Jefferson College,Private,"Germanic Languages, Literatures, and Linguistics.",Bachelor's Degree,NA,NA,NA
2016_2017,003389,Washington And Jefferson College,Private,"Germanic Languages, Literatures, and Linguistics.",Bachelor's Degree,NA,NA,NA
2015_2016,003389,Washington And Jefferson College,Private,History.,Bachelor's Degree,19,NA,24652
2016_2017,003389,Washington And Jefferson College,Private,History.,Bachelor's Degree,16,NA,24775
2015_2016,003389,Washington And Jefferson College,Private,International Business.,Bachelor's Degree,NA,NA,NA
2016_2017,003389,Washington And Jefferson College,Private,International Business.,Bachelor's Degree,NA,NA,NA
2015_2016,003389,Washington And Jefferson College,Private,International/Global Studies.,Bachelor's Degree,NA,NA,NA
