cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,041796,Entourage Institute of Beauty And Esthetics,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,66,6650,7357
2016_2017,041796,Entourage Institute of Beauty And Esthetics,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,65,7504,7555
