cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,003696,University of Vermont And State Agricultural Colle,Public,Accounting and Related Services.,Master's Degree,12,NA,20257
2016_2017,003696,University of Vermont And State Agricultural Colle,Public,Accounting and Related Services.,Master's Degree,15,NA,20826
2015_2016,003696,University of Vermont And State Agricultural Colle,Public,"Agriculture, General.",Bachelor's Degree,NA,NA,NA
2016_2017,003696,University of Vermont And State Agricultural Colle,Public,"Agriculture, General.",Bachelor's Degree,NA,NA,NA
2015_2016,003696,University of Vermont And State Agricultural Colle,Public,Allied Health and Medical Assisting Services.,Bachelor's Degree,NA,NA,NA
2016_2017,003696,University of Vermont And State Agricultural Colle,Public,Allied Health and Medical Assisting Services.,Bachelor's Degree,NA,NA,NA
2015_2016,003696,University of Vermont And State Agricultural Colle,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Bachelor's Degree,42,26625,22897
2016_2017,003696,University of Vermont And State Agricultural Colle,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Bachelor's Degree,45,25000,21527
2015_2016,003696,University of Vermont And State Agricultural Colle,Public,Animal Sciences.,Bachelor's Degree,81,22250,20210
2015_2016,003696,University of Vermont And State Agricultural Colle,Public,Animal Sciences.,Master's Degree,NA,NA,NA
2015_2016,003696,University of Vermont And State Agricultural Colle,Public,Animal Sciences.,Doctoral Degree,NA,NA,NA
2016_2017,003696,University of Vermont And State Agricultural Colle,Public,Animal Sciences.,Bachelor's Degree,73,20500,19079
2016_2017,003696,University of Vermont And State Agricultural Colle,Public,Animal Sciences.,Master's Degree,NA,NA,NA
2016_2017,003696,University of Vermont And State Agricultural Colle,Public,Animal Sciences.,Doctoral Degree,NA,NA,NA
2015_2016,003696,University of Vermont And State Agricultural Colle,Public,Anthropology.,Bachelor's Degree,40,21426,20063
2016_2017,003696,University of Vermont And State Agricultural Colle,Public,Anthropology.,Bachelor's Degree,36,19125,20142
