cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,002103,"University of Maryland, College Park",Public,Accounting and Related Services.,Bachelor's Degree,225,16500,17404
2015_2016,002103,"University of Maryland, College Park",Public,Accounting and Related Services.,Master's Degree,23,64792,67656
2016_2017,002103,"University of Maryland, College Park",Public,Accounting and Related Services.,Bachelor's Degree,208,16375,17239
2016_2017,002103,"University of Maryland, College Park",Public,Accounting and Related Services.,Master's Degree,41,58931,60315
2015_2016,002103,"University of Maryland, College Park",Public,"Aerospace, Aeronautical and Astronautical Engineering.",Bachelor's Degree,78,22390,22097
2015_2016,002103,"University of Maryland, College Park",Public,"Aerospace, Aeronautical and Astronautical Engineering.",Master's Degree,,,
2015_2016,002103,"University of Maryland, College Park",Public,"Aerospace, Aeronautical and Astronautical Engineering.",Doctoral Degree,,,
2016_2017,002103,"University of Maryland, College Park",Public,"Aerospace, Aeronautical and Astronautical Engineering.",Bachelor's Degree,91,22728,22696
2016_2017,002103,"University of Maryland, College Park",Public,"Aerospace, Aeronautical and Astronautical Engineering.",Master's Degree,,,
2016_2017,002103,"University of Maryland, College Park",Public,"Aerospace, Aeronautical and Astronautical Engineering.",Doctoral Degree,,,
2015_2016,002103,"University of Maryland, College Park",Public,Agricultural Business and Management.,Bachelor's Degree,22,19750,19020
2015_2016,002103,"University of Maryland, College Park",Public,Agricultural Business and Management.,Master's Degree,,,
2015_2016,002103,"University of Maryland, College Park",Public,Agricultural Business and Management.,Doctoral Degree,,,
2016_2017,002103,"University of Maryland, College Park",Public,Agricultural Business and Management.,Bachelor's Degree,28,20750,18831
2016_2017,002103,"University of Maryland, College Park",Public,Agricultural Business and Management.,Master's Degree,,,
2016_2017,002103,"University of Maryland, College Park",Public,Agricultural Business and Management.,Doctoral Degree,,,
2015_2016,002103,"University of Maryland, College Park",Public,Agricultural Engineering.,Bachelor's Degree,52,21422,20904
2015_2016,002103,"University of Maryland, College Park",Public,Agricultural Engineering.,Master's Degree,,,
2015_2016,002103,"University of Maryland, College Park",Public,Agricultural Engineering.,Doctoral Degree,,,
2016_2017,002103,"University of Maryland, College Park",Public,Agricultural Engineering.,Bachelor's Degree,60,21172,18433
2016_2017,002103,"University of Maryland, College Park",Public,Agricultural Engineering.,Master's Degree,,,
2016_2017,002103,"University of Maryland, College Park",Public,Agricultural Engineering.,Doctoral Degree,,,
2015_2016,002103,"University of Maryland, College Park",Public,"Agriculture, Agriculture Operations, and Related Sciences, Other.",Undergraduate Certificate or Diploma,,,
2015_2016,002103,"University of Maryland, College Park",Public,"Agriculture, Agriculture Operations, and Related Sciences, Other.",Bachelor's Degree,,,
2016_2017,002103,"University of Maryland, College Park",Public,"Agriculture, Agriculture Operations, and Related Sciences, Other.",Undergraduate Certificate or Diploma,,,
2016_2017,002103,"University of Maryland, College Park",Public,"Agriculture, Agriculture Operations, and Related Sciences, Other.",Bachelor's Degree,,,
2015_2016,002103,"University of Maryland, College Park",Public,"Agriculture, General.",Undergraduate Certificate or Diploma,,,
2015_2016,002103,"University of Maryland, College Park",Public,"Agriculture, General.",Bachelor's Degree,15,,20965
2015_2016,002103,"University of Maryland, College Park",Public,"Agriculture, General.",Post-baccalaureate Certificate,,,
2015_2016,002103,"University of Maryland, College Park",Public,"Agriculture, General.",Master's Degree,,,
2015_2016,002103,"University of Maryland, College Park",Public,"Agriculture, General.",Doctoral Degree,,,
2016_2017,002103,"University of Maryland, College Park",Public,"Agriculture, General.",Undergraduate Certificate or Diploma,,,
2016_2017,002103,"University of Maryland, College Park",Public,"Agriculture, General.",Bachelor's Degree,12,,19484
2016_2017,002103,"University of Maryland, College Park",Public,"Agriculture, General.",Post-baccalaureate Certificate,,,
2016_2017,002103,"University of Maryland, College Park",Public,"Agriculture, General.",Master's Degree,,,
2016_2017,002103,"University of Maryland, College Park",Public,"Agriculture, General.",Doctoral Degree,,,
2015_2016,002103,"University of Maryland, College Park",Public,Allied Health and Medical Assisting Services.,Bachelor's Degree,,,
2015_2016,002103,"University of Maryland, College Park",Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Bachelor's Degree,,,
2015_2016,002103,"University of Maryland, College Park",Public,Animal Sciences.,Bachelor's Degree,52,24640,20671
2015_2016,002103,"University of Maryland, College Park",Public,Animal Sciences.,Master's Degree,,,
2015_2016,002103,"University of Maryland, College Park",Public,Animal Sciences.,Doctoral Degree,,,
2016_2017,002103,"University of Maryland, College Park",Public,Animal Sciences.,Bachelor's Degree,50,17462,18551
2016_2017,002103,"University of Maryland, College Park",Public,Animal Sciences.,Master's Degree,,,
2016_2017,002103,"University of Maryland, College Park",Public,Animal Sciences.,Doctoral Degree,,,
2015_2016,002103,"University of Maryland, College Park",Public,Anthropology.,Bachelor's Degree,33,15000,16244
2015_2016,002103,"University of Maryland, College Park",Public,Anthropology.,Master's Degree,12,,33768
2015_2016,002103,"University of Maryland, College Park",Public,Anthropology.,Doctoral Degree,,,
2016_2017,002103,"University of Maryland, College Park",Public,Anthropology.,Bachelor's Degree,32,17919,17618
