cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,009645,Bard College At Simon's Rock,Private,Anthropology.,Bachelor's Degree,NA,NA,NA
2016_2017,009645,Bard College At Simon's Rock,Private,Anthropology.,Bachelor's Degree,NA,NA,NA
2015_2016,009645,Bard College At Simon's Rock,Private,Applied Mathematics.,Bachelor's Degree,NA,NA,NA
2016_2017,009645,Bard College At Simon's Rock,Private,Applied Mathematics.,Bachelor's Degree,NA,NA,NA
2015_2016,009645,Bard College At Simon's Rock,Private,Area Studies.,Bachelor's Degree,NA,NA,NA
2016_2017,009645,Bard College At Simon's Rock,Private,Area Studies.,Bachelor's Degree,NA,NA,NA
2015_2016,009645,Bard College At Simon's Rock,Private,"Biology, General.",Bachelor's Degree,NA,NA,NA
2016_2017,009645,Bard College At Simon's Rock,Private,"Biology, General.",Bachelor's Degree,NA,NA,NA
2015_2016,009645,Bard College At Simon's Rock,Private,Chemistry.,Bachelor's Degree,NA,NA,NA
2016_2017,009645,Bard College At Simon's Rock,Private,Chemistry.,Bachelor's Degree,NA,NA,NA
2015_2016,009645,Bard College At Simon's Rock,Private,"Classics and Classical Languages, Literatures, and Linguistics.",Bachelor's Degree,NA,NA,NA
2016_2017,009645,Bard College At Simon's Rock,Private,"Classics and Classical Languages, Literatures, and Linguistics.",Bachelor's Degree,NA,NA,NA
2015_2016,009645,Bard College At Simon's Rock,Private,Computer Science.,Bachelor's Degree,NA,NA,NA
2016_2017,009645,Bard College At Simon's Rock,Private,Computer Science.,Bachelor's Degree,NA,NA,NA
2015_2016,009645,Bard College At Simon's Rock,Private,Cultural Studies/Critical Theory and Analysis.,Bachelor's Degree,NA,NA,NA
2016_2017,009645,Bard College At Simon's Rock,Private,Cultural Studies/Critical Theory and Analysis.,Bachelor's Degree,NA,NA,NA
2015_2016,009645,Bard College At Simon's Rock,Private,Dance.,Bachelor's Degree,NA,NA,NA
2016_2017,009645,Bard College At Simon's Rock,Private,Dance.,Bachelor's Degree,NA,NA,NA
2015_2016,009645,Bard College At Simon's Rock,Private,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,NA,NA,NA
2016_2017,009645,Bard College At Simon's Rock,Private,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,NA,NA,NA
2015_2016,009645,Bard College At Simon's Rock,Private,"Ecology, Evolution, Systematics, and Population Biology.",Bachelor's Degree,NA,NA,NA
2016_2017,009645,Bard College At Simon's Rock,Private,"Ecology, Evolution, Systematics, and Population Biology.",Bachelor's Degree,NA,NA,NA
2015_2016,009645,Bard College At Simon's Rock,Private,"Engineering, General.",Bachelor's Degree,NA,NA,NA
2016_2017,009645,Bard College At Simon's Rock,Private,"Engineering, General.",Bachelor's Degree,NA,NA,NA
2015_2016,009645,Bard College At Simon's Rock,Private,"English Language and Literature, General.",Bachelor's Degree,NA,NA,NA
2016_2017,009645,Bard College At Simon's Rock,Private,"English Language and Literature, General.",Bachelor's Degree,NA,NA,NA
2015_2016,009645,Bard College At Simon's Rock,Private,"Ethnic, Cultural Minority, Gender, and Group Studies.",Bachelor's Degree,NA,NA,NA
2016_2017,009645,Bard College At Simon's Rock,Private,"Ethnic, Cultural Minority, Gender, and Group Studies.",Bachelor's Degree,NA,NA,NA
2015_2016,009645,Bard College At Simon's Rock,Private,Film/Video and Photographic Arts.,Bachelor's Degree,NA,NA,NA
2016_2017,009645,Bard College At Simon's Rock,Private,Film/Video and Photographic Arts.,Bachelor's Degree,NA,NA,NA
2015_2016,009645,Bard College At Simon's Rock,Private,Fine and Studio Arts.,Bachelor's Degree,NA,NA,NA
