cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,002194,New England Conservatory of Music,Private,Music.,Undergraduate Certificate or Diploma,,,
2015_2016,002194,New England Conservatory of Music,Private,Music.,Bachelor's Degree,87,27000,23400
2015_2016,002194,New England Conservatory of Music,Private,Music.,Post-baccalaureate Certificate,,,
2015_2016,002194,New England Conservatory of Music,Private,Music.,Master's Degree,98,41000,46145
2015_2016,002194,New England Conservatory of Music,Private,Music.,Doctoral Degree,,,
2015_2016,002194,New England Conservatory of Music,Private,Music.,Graduate/Professional Certificate,,,
2016_2017,002194,New England Conservatory of Music,Private,Music.,Undergraduate Certificate or Diploma,,,
2016_2017,002194,New England Conservatory of Music,Private,Music.,Bachelor's Degree,89,27000,24375
2016_2017,002194,New England Conservatory of Music,Private,Music.,Post-baccalaureate Certificate,,,
2016_2017,002194,New England Conservatory of Music,Private,Music.,Master's Degree,100,41000,44173
2016_2017,002194,New England Conservatory of Music,Private,Music.,Doctoral Degree,,,
2016_2017,002194,New England Conservatory of Music,Private,Music.,Graduate/Professional Certificate,,,
