cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,002775,Molloy College,Private,Accounting and Related Services.,Bachelor's Degree,49,26024,24534
2015_2016,002775,Molloy College,Private,Accounting and Related Services.,Master's Degree,18,,27183
2016_2017,002775,Molloy College,Private,Accounting and Related Services.,Bachelor's Degree,42,25412,24936
2016_2017,002775,Molloy College,Private,Accounting and Related Services.,Master's Degree,18,,30103
2015_2016,002775,Molloy College,Private,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,24,18000,18941
2016_2017,002775,Molloy College,Private,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,44,21000,19244
2015_2016,002775,Molloy College,Private,"Bilingual, Multilingual, and Multicultural Education.",Graduate/Professional Certificate,,,
2016_2017,002775,Molloy College,Private,"Bilingual, Multilingual, and Multicultural Education.",Graduate/Professional Certificate,,,
2015_2016,002775,Molloy College,Private,"Biology, General.",Bachelor's Degree,30,27000,27352
2016_2017,002775,Molloy College,Private,"Biology, General.",Bachelor's Degree,41,26000,24940
2015_2016,002775,Molloy College,Private,"Business Administration, Management and Operations.",Bachelor's Degree,30,26000,23674
2015_2016,002775,Molloy College,Private,"Business Administration, Management and Operations.",Master's Degree,20,34576,34862
2016_2017,002775,Molloy College,Private,"Business Administration, Management and Operations.",Bachelor's Degree,44,27000,24505
2016_2017,002775,Molloy College,Private,"Business Administration, Management and Operations.",Post-baccalaureate Certificate,,,
2016_2017,002775,Molloy College,Private,"Business Administration, Management and Operations.",Master's Degree,34,32354,30900
2015_2016,002775,Molloy College,Private,Communication and Media Studies.,Bachelor's Degree,27,25000,22622
2016_2017,002775,Molloy College,Private,Communication and Media Studies.,Bachelor's Degree,36,25000,24191
2015_2016,002775,Molloy College,Private,Communication Disorders Sciences and Services.,Bachelor's Degree,34,22000,23749
2015_2016,002775,Molloy College,Private,Communication Disorders Sciences and Services.,Master's Degree,37,41000,48746
