cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,007253,Federico Beauty Institute,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,345,6349,9125
2016_2017,007253,Federico Beauty Institute,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,332,6333,8680
