cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,008959,Clarksburg Beauty Academy & School of Massage Ther,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,40,9500,9311
2016_2017,008959,Clarksburg Beauty Academy & School of Massage Ther,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,50,9500,8145
2015_2016,008959,Clarksburg Beauty Academy & School of Massage Ther,Proprietary,Somatic Bodywork and Related Therapeutic Services.,Undergraduate Certificate or Diploma,24,6333,6559
2016_2017,008959,Clarksburg Beauty Academy & School of Massage Ther,Proprietary,Somatic Bodywork and Related Therapeutic Services.,Undergraduate Certificate or Diploma,22,6333,6120
