cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,007367,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,9936,10494
2015_2016,007371,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,9500,8812
2015_2016,007476,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,1380,10295,10540
2015_2016,008332,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,10469,11335
2015_2016,008874,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,10206,10513
2015_2016,010417,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,9944,10219
2015_2016,012650,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,10339,10433
2015_2016,020549,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,9948,9692
2015_2016,020864,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,317,9968,10229
2015_2016,022213,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,10375,10736
2015_2016,023387,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,298,9878,9888
2015_2016,026122,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,11509,12886
2015_2016,030944,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,246,10523,10808
2015_2016,034503,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,10280,10856
2015_2016,034673,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,9959,10343
2015_2016,039273,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,177,8073,8670
2016_2017,007367,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,10875,11002
2016_2017,007371,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,9500,9729
2016_2017,007476,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,10483,10525
2016_2017,008332,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,NA,11731
2016_2017,008874,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,10179,10474
2016_2017,010417,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,12842,11882
2016_2017,012650,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,10210,9920
2016_2017,020549,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,10119,9534
2016_2017,020864,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,10560,10404
2016_2017,022213,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,10801,11177
2016_2017,023387,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,9723,9538
2016_2017,026122,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,030944,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,10571,10922
2016_2017,034503,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,11945,11227
2016_2017,034673,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,10265,10535
2016_2017,039273,Marinello School of Beauty,Proprietary,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,8361,8852
2015_2016,007476,Marinello School of Beauty,Proprietary,Somatic Bodywork and Related Therapeutic Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,023387,Marinello School of Beauty,Proprietary,Somatic Bodywork and Related Therapeutic Services.,Undergraduate Certificate or Diploma,NA,6333,5855
2015_2016,034673,Marinello School of Beauty,Proprietary,Somatic Bodywork and Related Therapeutic Services.,Undergraduate Certificate or Diploma,NA,6140,7762
2016_2017,007476,Marinello School of Beauty,Proprietary,Somatic Bodywork and Related Therapeutic Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,023387,Marinello School of Beauty,Proprietary,Somatic Bodywork and Related Therapeutic Services.,Undergraduate Certificate or Diploma,NA,NA,5761
2016_2017,034673,Marinello School of Beauty,Proprietary,Somatic Bodywork and Related Therapeutic Services.,Undergraduate Certificate or Diploma,NA,NA,NA
