state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
missouri,2016,1.1500000000000001,0.38,0.96,2.4899999999999998,273,75,199,531
missouri,2015,1.1700000000000002,0.39,0.97,2.53,277,77,201,540
missouri,2014,1.1600000000000001,0.36,0.88,2.4,275,71,183,512
missouri,2013,1.1900000000000002,0.36,0.89,2.44,282,71,185,521
missouri,2012,1.22,0.33999999999999997,0.8600000000000001,2.42,289,67,179,516
missouri,2011,1.24,0.33999999999999997,0.8600000000000001,2.4499999999999997,294,67,179,523
missouri,2010,1.27,0.32,0.81,2.4099999999999997,301,64,168,514
missouri,2009,1.3,0.3,0.8300000000000001,2.4299999999999997,308,60,172,518
missouri,2008,1.32,0.3,0.8,2.42,313,60,166,516
missouri,2007,1.33,0.3,0.7799999999999999,2.4,315,60,162,512
missouri,2006,1.33,0.28,0.76,2.3699999999999997,315,56,158,506
missouri,2005,1.31,0.27,0.73,2.3,311,54,152,491
missouri,2004,1.33,0.27,0.72,2.32,315,54,149,495
missouri,2003,1.34,0.26,0.7,2.29,318,52,145,489
missouri,2002,1.36,0.25,0.6699999999999999,2.27,322,50,139,484
missouri,2001,1.34,0.23,0.6699999999999999,2.25,318,46,139,480
missouri,2000,1.35,0.23,0.6699999999999999,2.25,320,46,139,480
missouri,1999,1.35,0.23,0.6599999999999999,2.23,320,46,137,476
missouri,1998,1.33,0.23,0.63,2.18,315,46,131,465
missouri,1997,1.3,0.22,0.63,2.15,308,44,131,459
missouri,1996,1.31,0.22,0.5700000000000001,2.1,311,44,118,448
missouri,1995,1.31,0.2,0.62,2.14,311,40,129,457
missouri,1994,1.36,0.19,0.6599999999999999,2.21,322,38,137,471
missouri,1993,1.33,0.2,0.6699999999999999,2.2,315,40,139,469
missouri,1992,1.34,0.21000000000000002,0.69,2.24,318,42,143,478
missouri,1991,1.35,0.22,0.64,2.2,320,44,133,469
missouri,1990,1.37,0.22,0.7,2.3,325,44,145,491
missouri,1989,1.36,0.23,0.7,2.2800000000000002,322,46,145,486
missouri,1988,1.35,0.26,0.7,2.3099999999999996,320,52,145,493
missouri,1987,1.3800000000000001,0.28,0.73,2.3899999999999997,327,56,152,510
missouri,1986,1.3800000000000001,0.28,0.73,2.3899999999999997,327,56,152,510
missouri,1985,1.34,0.26,0.77,2.3699999999999997,318,52,160,506
missouri,1984,1.35,0.26,0.6799999999999999,2.29,320,52,141,489
missouri,1983,1.3800000000000001,0.22,0.7799999999999999,2.38,327,44,162,508
missouri,1982,1.3900000000000001,0.22,0.7899999999999999,2.3899999999999997,329,44,164,510
missouri,1981,1.41,0.22,0.8400000000000001,2.46,334,44,174,525
missouri,1980,1.3900000000000001,0.2,0.8400000000000001,2.44,329,40,174,521
missouri,1979,1.36,0.2,0.8600000000000001,2.42,322,40,179,516
missouri,1978,1.31,0.19,0.89,2.3899999999999997,311,38,185,510
missouri,1977,1.23,0.19,0.8300000000000001,2.24,292,38,172,478
