state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
minnesota,2016,1.1500000000000001,0.44,1.1700000000000002,2.77,273,87,243,591
minnesota,2015,1.1600000000000001,0.43000000000000005,1.1400000000000001,2.73,275,85,237,582
minnesota,2014,1.1400000000000001,0.44,1.23,2.8099999999999996,270,87,255,599
minnesota,2013,1.1300000000000001,0.43000000000000005,1.1600000000000001,2.72,268,85,241,580
minnesota,2012,1.1800000000000002,0.42000000000000004,1.11,2.71,280,83,230,578
minnesota,2011,1.1300000000000001,0.33999999999999997,0.99,2.4699999999999998,268,67,206,527
minnesota,2010,1.1400000000000001,0.32999999999999996,0.97,2.44,270,65,201,521
minnesota,2009,1.1900000000000002,0.37,1.04,2.59,282,73,216,553
minnesota,2008,1.21,0.36,1.03,2.6,287,71,214,555
minnesota,2007,1.23,0.36,1.01,2.6,292,71,210,555
minnesota,2006,1.1500000000000001,0.32,0.93,2.4,273,64,193,512
minnesota,2005,1.1800000000000002,0.32999999999999996,0.97,2.48,280,65,201,529
minnesota,2004,1.24,0.31,0.9400000000000001,2.5,294,62,195,533
minnesota,2003,1.22,0.29000000000000004,0.91,2.4299999999999997,289,58,189,518
minnesota,2002,1.26,0.28,0.88,2.4099999999999997,299,56,183,514
minnesota,2001,1.25,0.26,0.88,2.3899999999999997,296,52,183,510
minnesota,2000,1.24,0.26,0.8700000000000001,2.3699999999999997,294,52,181,506
minnesota,1999,1.23,0.27,0.8600000000000001,2.36,292,54,179,503
minnesota,1998,1.1600000000000001,0.27,0.8400000000000001,2.27,275,54,174,484
minnesota,1997,1.2,0.27,0.8400000000000001,2.3099999999999996,284,54,174,493
minnesota,1996,1.23,0.26,0.8300000000000001,2.3099999999999996,292,52,172,493
minnesota,1995,1.29,0.25,0.8300000000000001,2.38,306,50,172,508
minnesota,1994,1.27,0.25,0.8300000000000001,2.3499999999999996,301,50,172,501
minnesota,1993,1.24,0.24000000000000002,0.8400000000000001,2.3299999999999996,294,48,174,497
minnesota,1992,1.25,0.25,0.8500000000000001,2.3499999999999996,296,50,176,501
minnesota,1991,1.3,0.24000000000000002,0.81,2.3499999999999996,308,48,168,501
minnesota,1990,1.32,0.27,0.96,2.55,313,54,199,544
minnesota,1989,1.29,0.27,0.89,2.46,306,54,185,525
minnesota,1988,1.31,0.3,0.9,2.51,311,60,187,535
minnesota,1987,1.32,0.32,0.9400000000000001,2.58,313,64,195,550
minnesota,1986,1.31,0.33999999999999997,0.93,2.57,311,67,193,548
minnesota,1985,1.31,0.31,1.06,2.68,311,62,220,572
minnesota,1984,1.34,0.28,1.07,2.69,318,56,222,574
minnesota,1983,1.3800000000000001,0.27,1.1,2.74,327,54,228,585
minnesota,1982,1.37,0.27,1.11,2.75,325,54,230,587
minnesota,1981,1.3900000000000001,0.27,1.1800000000000002,2.84,329,54,245,606
minnesota,1980,1.3900000000000001,0.26,1.2,2.8499999999999996,329,52,249,608
minnesota,1979,1.36,0.24000000000000002,1.1700000000000002,2.77,322,48,243,591
minnesota,1978,1.32,0.23,1.1600000000000001,2.71,313,46,241,578
minnesota,1977,1.31,0.21000000000000002,1.1600000000000001,2.67,311,42,241,570
