state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
wyoming,2016,1.1800000000000002,0.32,1.1700000000000002,2.67,280,64,243,570
wyoming,2015,1.24,0.31,1.1800000000000002,2.74,294,62,245,585
wyoming,2014,1.25,0.31,1.1600000000000001,2.72,296,62,241,580
wyoming,2013,1.24,0.29000000000000004,1.1300000000000001,2.67,294,58,235,570
wyoming,2012,1.32,0.28,1.1300000000000001,2.73,313,56,235,582
wyoming,2011,1.29,0.27,1.1,2.66,306,54,228,567
wyoming,2010,1.33,0.27,1.06,2.66,315,54,220,567
wyoming,2009,1.4,0.27,1.06,2.73,332,54,220,582
wyoming,2008,1.5,0.27,1.09,2.8699999999999997,356,54,226,612
wyoming,2007,1.46,0.27,1.07,2.8,346,54,222,597
wyoming,2006,1.44,0.26,1.03,2.72,341,52,214,580
wyoming,2005,1.2,0.25,0.96,2.4099999999999997,284,50,199,514
wyoming,2004,1.42,0.24000000000000002,0.92,2.58,337,48,191,550
wyoming,2003,1.7,0.23,0.9,2.84,403,46,187,606
wyoming,2002,1.46,0.23,0.88,2.57,346,46,183,548
wyoming,2001,1.44,0.22,0.88,2.53,341,44,183,540
wyoming,2000,1.42,0.22,0.8600000000000001,2.5,337,44,179,533
wyoming,1999,1.41,0.22,0.8400000000000001,2.4699999999999998,334,44,174,527
wyoming,1998,1.37,0.17,0.81,2.36,325,34,168,503
wyoming,1997,1.41,0.17,0.81,2.4,334,34,168,512
wyoming,1996,1.35,0.17,0.81,2.3299999999999996,320,34,168,497
wyoming,1995,1.34,0.16,0.8,2.29,318,32,166,489
wyoming,1994,1.42,0.18,0.8300000000000001,2.4299999999999997,337,36,172,518
wyoming,1993,1.4,0.19,0.8600000000000001,2.4499999999999997,332,38,179,523
wyoming,1992,1.44,0.2,0.91,2.56,341,40,189,546
wyoming,1991,1.45,0.2,0.9,2.56,344,40,187,546
wyoming,1990,1.48,0.22,0.93,2.63,351,44,193,561
wyoming,1989,1.41,0.23,0.8600000000000001,2.5,334,46,179,533
wyoming,1988,1.45,0.24000000000000002,0.8700000000000001,2.56,344,48,181,546
wyoming,1987,1.51,0.25,0.9,2.66,358,50,187,567
wyoming,1986,1.51,0.27,0.96,2.73,358,54,199,582
wyoming,1985,1.59,0.25,1.05,2.8899999999999997,377,50,218,617
wyoming,1984,1.61,0.23,1.06,2.8899999999999997,382,46,220,617
wyoming,1983,1.6800000000000002,0.22,1.11,3.01,398,44,230,642
wyoming,1982,1.78,0.24000000000000002,1.2,3.22,422,48,249,687
wyoming,1981,1.91,0.24000000000000002,1.27,3.4299999999999997,453,48,264,732
wyoming,1980,1.85,0.24000000000000002,1.32,3.4099999999999997,439,48,274,727
wyoming,1979,1.86,0.22,1.3,3.3899999999999997,441,44,270,723
wyoming,1978,1.81,0.22,1.35,3.38,429,44,280,721
wyoming,1977,1.78,0.2,1.31,3.29,422,40,272,702
