state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
nebraska,2016,1.3,0.22,0.71,2.23,308,44,147,476
nebraska,2015,1.34,0.22,0.71,2.27,318,44,147,484
nebraska,2014,1.37,0.21000000000000002,0.71,2.3,325,42,147,491
nebraska,2013,1.3900000000000001,0.21000000000000002,0.71,2.3099999999999996,329,42,147,493
nebraska,2012,1.41,0.21000000000000002,0.69,2.3099999999999996,334,42,143,493
nebraska,2011,1.3900000000000001,0.21000000000000002,0.69,2.2800000000000002,329,42,143,486
nebraska,2010,1.4,0.21000000000000002,0.6699999999999999,2.2800000000000002,332,42,139,486
nebraska,2009,1.42,0.2,0.6699999999999999,2.29,337,40,139,489
nebraska,2008,1.45,0.2,0.6799999999999999,2.3299999999999996,344,40,141,497
nebraska,2007,1.43,0.2,0.6699999999999999,2.3099999999999996,339,40,139,493
nebraska,2006,1.42,0.21000000000000002,0.71,2.3499999999999996,337,42,147,501
nebraska,2005,1.41,0.2,0.6799999999999999,2.29,334,40,141,489
nebraska,2004,1.44,0.2,0.65,2.2800000000000002,341,40,135,486
nebraska,2003,1.43,0.19,0.63,2.24,339,38,131,478
nebraska,2002,1.45,0.17,0.61,2.23,344,34,127,476
nebraska,2001,1.43,0.16,0.6,2.2,339,32,125,469
nebraska,2000,1.44,0.17,0.62,2.23,341,34,129,476
nebraska,1999,1.42,0.17,0.6,2.19,337,34,125,467
nebraska,1998,1.3900000000000001,0.18,0.58,2.16,329,36,120,461
nebraska,1997,1.35,0.18,0.56,2.09,320,36,116,446
nebraska,1996,1.35,0.18,0.5700000000000001,2.11,320,36,118,450
nebraska,1995,1.35,0.19,0.5700000000000001,2.1,320,38,118,448
nebraska,1994,1.3900000000000001,0.18,0.5700000000000001,2.14,329,36,118,457
nebraska,1993,1.37,0.18,0.59,2.14,325,36,122,457
nebraska,1992,1.37,0.18,0.61,2.16,325,36,127,461
nebraska,1991,1.4,0.18,0.61,2.19,332,36,127,467
nebraska,1990,1.41,0.2,0.64,2.25,334,40,133,480
nebraska,1989,1.41,0.2,0.64,2.2600000000000002,334,40,133,482
nebraska,1988,1.41,0.22,0.6599999999999999,2.3,334,44,137,491
nebraska,1987,1.43,0.23,0.6699999999999999,2.3299999999999996,339,46,139,497
nebraska,1986,1.41,0.23,0.69,2.3299999999999996,334,46,143,497
nebraska,1985,1.41,0.22,0.76,2.3899999999999997,334,44,158,510
nebraska,1984,1.46,0.21000000000000002,0.77,2.4299999999999997,346,42,160,518
nebraska,1983,1.5,0.21000000000000002,0.8,2.51,356,42,166,535
nebraska,1982,1.51,0.28,0.58,2.3699999999999997,358,56,120,506
nebraska,1981,1.57,0.2,0.88,2.65,372,40,183,565
nebraska,1980,1.56,0.19,0.88,2.63,370,38,183,561
nebraska,1979,1.52,0.18,0.89,2.59,360,36,185,553
nebraska,1978,1.48,0.18,0.9,2.56,351,36,187,546
nebraska,1977,1.46,0.17,0.91,2.54,346,34,189,542
