state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
florida,2016,1.09,0.53,1.03,2.65,258,105,214,565
florida,2015,1.11,0.51,0.98,2.6,263,101,203,555
florida,2014,1.09,0.51,0.98,2.59,258,101,203,553
florida,2013,1.28,0.49,0.9500000000000001,2.72,303,97,197,580
florida,2012,1.26,0.51,0.9500000000000001,2.72,299,101,197,580
florida,2011,1.1300000000000001,0.49,0.93,2.54,268,97,193,542
florida,2010,1.12,0.47000000000000003,0.91,2.5,265,93,189,533
florida,2009,1.1900000000000002,0.48000000000000004,0.91,2.58,282,95,189,550
florida,2008,1.24,0.48000000000000004,0.89,2.61,294,95,185,557
florida,2007,1.28,0.48000000000000004,0.92,2.68,303,95,191,572
florida,2006,1.32,0.47000000000000003,0.91,2.7,313,93,189,576
florida,2005,1.33,0.46,0.91,2.7,315,91,189,576
florida,2004,1.34,0.46,0.88,2.68,318,91,183,572
florida,2003,1.31,0.44,0.8600000000000001,2.61,311,87,179,557
florida,2002,1.32,0.43000000000000005,0.8400000000000001,2.58,313,85,174,550
florida,2001,1.32,0.4,0.8200000000000001,2.54,313,79,170,542
florida,2000,1.32,0.41000000000000003,0.8300000000000001,2.56,313,81,172,546
florida,1999,1.33,0.4,0.8,2.53,315,79,166,540
florida,1998,1.33,0.38,0.7899999999999999,2.5,315,75,164,533
florida,1997,1.36,0.37,0.8,2.53,322,73,166,540
florida,1996,1.36,0.37,0.81,2.54,322,73,168,542
florida,1995,1.34,0.35,0.8200000000000001,2.5,318,69,170,533
florida,1994,1.4,0.32999999999999996,0.8700000000000001,2.6,332,65,181,555
florida,1993,1.44,0.32999999999999996,0.92,2.68,341,65,191,572
florida,1992,1.45,0.33999999999999997,0.96,2.75,344,67,199,587
florida,1991,1.43,0.33999999999999997,0.92,2.69,339,67,191,574
florida,1990,1.54,0.39,1.04,2.96,365,77,216,631
florida,1989,1.51,0.39,1,2.8899999999999997,358,77,208,617
florida,1988,1.5,0.41000000000000003,1,2.9099999999999997,356,81,208,621
florida,1987,1.5,0.42000000000000004,1.03,2.9499999999999997,356,83,214,629
florida,1986,1.5,0.41000000000000003,1.05,2.96,356,81,218,631
florida,1985,1.47,0.41000000000000003,1.1600000000000001,3.04,348,81,241,649
florida,1984,1.46,0.4,1.23,3.09,346,79,255,659
florida,1983,1.55,0.39,1.22,3.16,367,77,253,674
florida,1982,1.54,0.4,1.32,3.2600000000000002,365,79,274,695
florida,1981,1.54,0.39,1.37,3.3,365,77,284,704
florida,1980,1.4,0.37,1.41,3.18,332,73,293,678
florida,1979,1.3800000000000001,0.33999999999999997,1.41,3.14,327,67,293,670
florida,1978,1.34,0.32,1.4,3.07,318,64,291,655
florida,1977,1.27,0.31,1.4,2.9899999999999998,301,62,291,638
