state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
tennessee,2016,1.02,0.32999999999999996,0.7899999999999999,2.14,242,65,164,457
tennessee,2015,1.03,0.27,0.76,2.06,244,54,158,439
tennessee,2014,1.04,0.25,0.73,2.02,247,50,152,431
tennessee,2013,1.05,0.25,0.7,2,249,50,145,427
tennessee,2012,1.07,0.25,0.6799999999999999,2,254,50,141,427
tennessee,2011,1.1300000000000001,0.24000000000000002,0.6599999999999999,2.04,268,48,137,435
tennessee,2010,1.04,0.22,0.61,1.8800000000000001,247,44,127,401
tennessee,2009,1.05,0.21000000000000002,0.5700000000000001,1.83,249,42,118,390
tennessee,2008,1.1,0.2,0.5700000000000001,1.87,261,40,118,399
tennessee,2007,1.1300000000000001,0.2,0.56,1.9,268,40,116,405
tennessee,2006,1.1400000000000001,0.19,0.56,1.8900000000000001,270,38,116,403
tennessee,2005,1.1900000000000002,0.19,0.55,1.92,282,38,114,410
tennessee,2004,1.22,0.18,0.53,1.93,289,36,110,412
tennessee,2003,1.27,0.18,0.52,1.96,301,36,108,418
tennessee,2002,1.1700000000000002,0.17,0.51,1.86,277,34,106,397
tennessee,2001,1.1500000000000001,0.16,0.5,1.81,273,32,104,386
tennessee,2000,1.1900000000000002,0.16,0.51,1.85,282,32,106,395
tennessee,1999,1.1900000000000002,0.15000000000000002,0.49,1.83,282,30,102,390
tennessee,1998,1.1900000000000002,0.15000000000000002,0.5,1.84,282,30,104,393
tennessee,1997,1.1400000000000001,0.15000000000000002,0.5,1.8,270,30,104,384
tennessee,1996,1.1400000000000001,0.15000000000000002,0.51,1.8,270,30,106,384
tennessee,1995,1.1700000000000002,0.15000000000000002,0.51,1.83,277,30,106,390
tennessee,1994,1.1800000000000002,0.15000000000000002,0.53,1.86,280,30,110,397
tennessee,1993,1.2,0.14,0.54,1.87,284,28,112,399
tennessee,1992,1.21,0.14,0.56,1.9,287,28,116,405
tennessee,1991,1.1900000000000002,0.13,0.54,1.87,282,26,112,399
tennessee,1990,1.22,0.14,0.6,1.96,289,28,125,418
tennessee,1989,1.2,0.14,0.6,1.93,284,28,125,412
tennessee,1988,1.22,0.15000000000000002,0.61,1.97,289,30,127,420
tennessee,1987,1.1900000000000002,0.15000000000000002,0.63,1.97,282,30,131,420
tennessee,1986,1.1800000000000002,0.16,0.63,1.98,280,32,131,422
tennessee,1985,1.12,0.16,0.6799999999999999,1.97,265,32,141,420
tennessee,1984,1.11,0.15000000000000002,0.7,1.97,263,30,145,420
tennessee,1983,1.11,0.14,0.7,1.95,263,28,145,416
tennessee,1982,1.1300000000000001,0.14,0.7,1.97,268,28,145,420
tennessee,1981,1.1400000000000001,0.13,0.71,1.98,270,26,147,422
tennessee,1980,1.1,0.12000000000000001,0.69,1.91,261,24,143,407
tennessee,1979,1.1,0.11,0.7,1.91,261,22,145,407
tennessee,1978,1.12,0.1,0.7,1.93,265,20,145,412
tennessee,1977,1.07,0.1,0.69,1.86,254,20,143,397
