state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
colorado,2016,1.1400000000000001,0.51,1.1600000000000001,2.8099999999999996,270,101,241,599
colorado,2015,1.12,0.51,1.1400000000000001,2.77,265,101,237,591
colorado,2014,1.1400000000000001,0.51,1.11,2.77,270,101,230,591
colorado,2013,1.2,0.5,1.11,2.8099999999999996,284,99,230,599
colorado,2012,1.1500000000000001,0.52,1.08,2.7600000000000002,273,103,224,589
colorado,2011,1.2,0.49,1.04,2.73,284,97,216,582
colorado,2010,1.22,0.48000000000000004,1.01,2.71,289,95,210,578
colorado,2009,1.23,0.46,1.01,2.7,292,91,210,576
colorado,2008,1.28,0.47000000000000003,1.02,2.77,303,93,212,591
colorado,2007,1.3,0.47000000000000003,1.01,2.7800000000000002,308,93,210,593
colorado,2006,1.29,0.45,0.98,2.72,306,89,203,580
colorado,2005,1.31,0.42000000000000004,0.99,2.72,311,83,206,580
colorado,2004,1.3,0.43000000000000005,0.9500000000000001,2.68,308,85,197,572
colorado,2003,1.33,0.4,0.8700000000000001,2.6,315,79,181,555
colorado,2002,1.35,0.39,0.9,2.64,320,77,187,563
colorado,2001,1.42,0.41000000000000003,0.96,2.7800000000000002,337,81,199,593
colorado,2000,1.35,0.37,0.89,2.6,320,73,185,555
colorado,1999,1.33,0.37,0.75,2.4499999999999997,315,73,156,523
colorado,1998,1.33,0.37,0.8300000000000001,2.53,315,73,172,540
colorado,1997,1.3,0.37,0.81,2.48,308,73,168,529
colorado,1996,1.36,0.37,0.8400000000000001,2.57,322,73,174,548
colorado,1995,1.34,0.35,0.7799999999999999,2.4699999999999998,318,69,162,527
colorado,1994,1.36,0.35,0.8400000000000001,2.55,322,69,174,544
colorado,1993,1.4,0.36,0.8600000000000001,2.63,332,71,179,561
colorado,1992,1.34,0.36,0.81,2.52,318,71,168,538
colorado,1991,1.3900000000000001,0.35,0.8700000000000001,2.61,329,69,181,557
colorado,1990,1.35,0.29000000000000004,0.75,2.3899999999999997,320,58,156,510
colorado,1989,1.42,0.38,0.8500000000000001,2.64,337,75,176,563
colorado,1988,1.44,0.4,0.92,2.7600000000000002,341,79,191,589
colorado,1987,1.45,0.45,0.9400000000000001,2.84,344,89,195,606
colorado,1986,1.49,0.47000000000000003,0.9500000000000001,2.9,353,93,197,619
colorado,1985,1.48,0.5,1.1800000000000002,3.17,351,99,245,676
colorado,1984,1.51,0.46,1.12,3.1,358,91,233,661
colorado,1983,1.57,0.46,1.12,3.15,372,91,233,672
colorado,1982,1.6300000000000001,0.46,1.1700000000000002,3.2600000000000002,386,91,243,695
colorado,1981,1.62,0.44,1.26,3.32,384,87,262,708
colorado,1980,1.56,0.46,1.31,3.3299999999999996,370,91,272,710
colorado,1979,1.6300000000000001,0.46,1.33,3.42,386,91,276,730
colorado,1978,1.6,0.46,1.3900000000000001,3.46,379,91,289,738
colorado,1977,1.4,0.36,1.1900000000000002,2.9499999999999997,332,71,247,629
