state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
wisconsin,2016,1.36,0.4,1.22,2.98,322,79,253,636
wisconsin,2015,1.3900000000000001,0.39,1.2,2.98,329,77,249,636
wisconsin,2014,1.41,0.38,1.1800000000000002,2.9699999999999998,334,75,245,634
wisconsin,2013,1.45,0.38,1.1700000000000002,2.9899999999999998,344,75,243,638
wisconsin,2012,1.46,0.37,1.1800000000000002,3.02,346,73,245,644
wisconsin,2011,1.46,0.37,1.1600000000000001,2.98,346,73,241,636
wisconsin,2010,1.49,0.32,1.1300000000000001,2.94,353,64,235,627
wisconsin,2009,1.49,0.31,1.1600000000000001,2.96,353,62,241,631
wisconsin,2008,1.55,0.33999999999999997,1.1300000000000001,3.01,367,67,235,642
wisconsin,2007,1.56,0.32999999999999996,1.11,3,370,65,230,640
wisconsin,2006,1.58,0.32,1.09,2.9899999999999998,375,64,226,638
wisconsin,2005,1.58,0.31,1.07,2.9499999999999997,375,62,222,629
wisconsin,2004,1.53,0.3,1.02,2.8499999999999996,363,60,212,608
wisconsin,2003,1.53,0.29000000000000004,1,2.82,363,58,208,602
wisconsin,2002,1.56,0.28,0.98,2.82,370,56,203,602
wisconsin,2001,1.54,0.26,0.9500000000000001,2.75,365,52,197,587
wisconsin,2000,1.53,0.27,0.9500000000000001,2.7600000000000002,363,54,197,589
wisconsin,1999,1.53,0.26,0.92,2.72,363,52,191,580
wisconsin,1998,1.58,0.26,0.9,2.74,375,52,187,585
wisconsin,1997,1.57,0.25,0.89,2.71,372,50,185,578
wisconsin,1996,1.53,0.24000000000000002,0.88,2.65,363,48,183,565
wisconsin,1995,1.6400000000000001,0.23,0.8700000000000001,2.73,389,46,181,582
wisconsin,1994,1.58,0.22,0.91,2.72,375,44,189,580
wisconsin,1993,1.59,0.22,0.89,2.71,377,44,185,578
wisconsin,1992,1.59,0.25,0.9,2.74,377,50,187,585
wisconsin,1991,1.6500000000000001,0.27,0.8400000000000001,2.7600000000000002,391,54,174,589
wisconsin,1990,1.74,0.31,1.03,3.07,412,62,214,655
wisconsin,1989,1.72,0.31,0.96,2.9899999999999998,408,62,199,638
wisconsin,1988,1.76,0.32999999999999996,0.9500000000000001,3.05,417,65,197,651
wisconsin,1987,1.8,0.36,0.98,3.14,427,71,203,670
wisconsin,1986,1.8800000000000001,0.33999999999999997,0.96,3.18,446,67,199,678
wisconsin,1985,1.83,0.32,1.06,3.2,434,64,220,683
wisconsin,1984,1.87,0.31,1.03,3.21,443,62,214,685
wisconsin,1983,1.94,0.33999999999999997,1.07,3.3499999999999996,460,67,222,715
wisconsin,1982,1.95,0.3,1.05,3.3,462,60,218,704
wisconsin,1981,1.96,0.32,1.21,3.48,465,64,251,742
wisconsin,1980,1.95,0.31,1.1900000000000002,3.4499999999999997,462,62,247,736
wisconsin,1979,1.92,0.28,1.1900000000000002,3.3899999999999997,455,56,247,723
wisconsin,1978,1.83,0.28,1.2,3.3099999999999996,434,56,249,706
wisconsin,1977,1.81,0.27,1.28,3.3699999999999997,429,54,266,719
