state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
new mexico,2016,1.11,0.31,0.8500000000000001,2.27,263,62,176,484
new mexico,2015,1.03,0.3,0.7799999999999999,2.11,244,60,162,450
new mexico,2014,1.29,0.31,0.8200000000000001,2.42,306,62,170,516
new mexico,2013,1.1700000000000002,0.33999999999999997,0.8500000000000001,2.3499999999999996,277,67,176,501
new mexico,2012,1.24,0.32999999999999996,0.7899999999999999,2.36,294,65,164,503
new mexico,2011,1.32,0.31,0.73,2.3499999999999996,313,62,152,501
new mexico,2010,1.23,0.31,0.74,2.2800000000000002,292,62,154,486
new mexico,2009,1.34,0.31,0.72,2.38,318,62,149,508
new mexico,2008,1.41,0.31,0.71,2.4299999999999997,334,62,147,518
new mexico,2007,1.3900000000000001,0.3,0.7,2.3899999999999997,329,60,145,510
new mexico,2006,1.37,0.3,0.69,2.36,325,60,143,503
new mexico,2005,1.47,0.29000000000000004,0.6599999999999999,2.42,348,58,137,516
new mexico,2004,1.46,0.25,0.6599999999999999,2.36,346,50,137,503
new mexico,2003,1.52,0.27,0.61,2.4,360,54,127,512
new mexico,2002,1.52,0.26,0.61,2.4,360,52,127,512
new mexico,2001,1.54,0.25,0.61,2.3899999999999997,365,50,127,510
new mexico,2000,1.53,0.25,0.61,2.38,363,50,127,508
new mexico,1999,1.53,0.25,0.59,2.36,363,50,122,503
new mexico,1998,1.49,0.24000000000000002,0.58,2.3099999999999996,353,48,120,493
new mexico,1997,1.51,0.24000000000000002,0.58,2.3299999999999996,358,48,120,497
new mexico,1996,1.55,0.24000000000000002,0.59,2.38,367,48,122,508
new mexico,1995,1.56,0.24000000000000002,0.6,2.4,370,48,125,512
new mexico,1994,1.46,0.19,0.6,2.25,346,38,125,480
new mexico,1993,1.53,0.23,0.63,2.3899999999999997,363,46,131,510
new mexico,1992,1.56,0.25,0.6599999999999999,2.4699999999999998,370,50,137,527
new mexico,1991,1.6400000000000001,0.26,0.64,2.54,389,52,133,542
new mexico,1990,1.6800000000000002,0.28,0.6799999999999999,2.64,398,56,141,563
new mexico,1989,1.6700000000000002,0.29000000000000004,0.6599999999999999,2.62,396,58,137,559
new mexico,1988,1.6600000000000001,0.32999999999999996,0.6799999999999999,2.67,393,65,141,570
new mexico,1987,1.6500000000000001,0.36,0.6799999999999999,2.69,391,71,141,574
new mexico,1986,1.6600000000000001,0.36,0.71,2.73,393,71,147,582
new mexico,1985,1.71,0.36,0.77,2.84,405,71,160,606
new mexico,1984,1.72,0.28,0.76,2.7600000000000002,408,56,158,589
new mexico,1983,1.72,0.31,0.98,3.01,408,62,203,642
new mexico,1982,1.72,0.33999999999999997,0.93,2.9899999999999998,408,67,193,638
new mexico,1981,1.73,0.32,0.9500000000000001,3,410,64,197,640
new mexico,1980,1.6500000000000001,0.32,0.99,2.9699999999999998,391,64,206,634
new mexico,1979,1.6400000000000001,0.29000000000000004,0.97,2.9099999999999997,389,58,201,621
new mexico,1978,1.6500000000000001,0.31,0.96,2.9299999999999997,391,62,199,625
new mexico,1977,1.62,0.31,0.9500000000000001,2.88,384,62,197,614
