state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
northeast region,2016,1.03,0.52,0.8600000000000001,2.42,244,103,179,516
northeast region,2015,1.03,0.51,0.8400000000000001,2.3899999999999997,244,101,174,510
northeast region,2014,1.03,0.53,0.8400000000000001,2.3899999999999997,244,105,174,510
northeast region,2013,1.05,0.52,0.8300000000000001,2.4,249,103,172,512
northeast region,2012,1.06,0.51,0.8200000000000001,2.3899999999999997,251,101,170,510
northeast region,2011,1.05,0.5,0.8,2.36,249,99,166,503
northeast region,2010,1.06,0.49,0.7799999999999999,2.3299999999999996,251,97,162,497
northeast region,2009,1.07,0.48000000000000004,0.77,2.3099999999999996,254,95,160,493
northeast region,2008,1.09,0.47000000000000003,0.76,2.3099999999999996,258,93,158,493
northeast region,2007,1.09,0.47000000000000003,0.75,2.3099999999999996,258,93,156,493
northeast region,2006,1.07,0.45,0.73,2.25,254,89,152,480
northeast region,2005,1.07,0.44,0.72,2.22,254,87,149,474
northeast region,2004,1.07,0.43000000000000005,0.7,2.2,254,85,145,469
northeast region,2003,1.08,0.41000000000000003,0.6799999999999999,2.17,256,81,141,463
northeast region,2002,1.1,0.4,0.6599999999999999,2.16,261,79,137,461
northeast region,2001,1.1,0.38,0.64,2.13,261,75,133,454
northeast region,2000,1.08,0.38,0.6599999999999999,2.12,256,75,137,452
northeast region,1999,1.07,0.38,0.63,2.08,254,75,131,444
northeast region,1998,1.07,0.37,0.61,2.05,254,73,127,437
northeast region,1997,1.07,0.36,0.63,2.06,254,71,131,439
northeast region,1996,1.07,0.36,0.64,2.06,254,71,133,439
northeast region,1995,1.11,0.35,0.64,2.11,263,69,133,450
northeast region,1994,1.11,0.33999999999999997,0.6699999999999999,2.12,263,67,139,452
northeast region,1993,1.1300000000000001,0.33999999999999997,0.6799999999999999,2.15,268,67,141,459
northeast region,1992,1.1400000000000001,0.35,0.72,2.21,270,69,149,471
northeast region,1991,1.1900000000000002,0.33999999999999997,0.73,2.2600000000000002,282,67,152,482
northeast region,1990,1.23,0.38,0.8,2.4099999999999997,292,75,166,514
northeast region,1989,1.22,0.39,0.8400000000000001,2.44,289,77,174,521
northeast region,1988,1.25,0.4,0.8600000000000001,2.51,296,79,179,535
northeast region,1987,1.25,0.43000000000000005,0.91,2.59,296,85,189,553
northeast region,1986,1.24,0.44,0.93,2.62,294,87,193,559
northeast region,1985,1.25,0.43000000000000005,0.98,2.66,296,85,203,567
northeast region,1984,1.25,0.43000000000000005,1.01,2.7,296,85,210,576
northeast region,1983,1.31,0.43000000000000005,1.03,2.7600000000000002,311,85,214,589
northeast region,1982,1.31,0.43000000000000005,1.06,2.8,311,85,220,597
northeast region,1981,1.31,0.42000000000000004,1.07,2.8,311,83,222,597
northeast region,1980,1.33,0.4,1.09,2.8299999999999996,315,79,226,604
northeast region,1979,1.29,0.38,1.09,2.7600000000000002,306,75,226,589
northeast region,1978,1.26,0.36,1.1,2.73,299,71,228,582
northeast region,1977,1.25,0.33999999999999997,1.1,2.69,296,67,228,574
