state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
mississippi,2016,1.28,0.17,0.77,2.23,303,34,160,476
mississippi,2015,1.31,0.17,0.77,2.24,311,34,160,478
mississippi,2014,1.32,0.16,0.75,2.23,313,32,156,476
mississippi,2013,1.35,0.16,0.73,2.24,320,32,152,478
mississippi,2012,1.37,0.16,0.71,2.24,325,32,147,478
mississippi,2011,1.36,0.16,0.71,2.22,322,32,147,474
mississippi,2010,1.37,0.15000000000000002,0.7,2.22,325,30,145,474
mississippi,2009,1.41,0.15000000000000002,0.7,2.2600000000000002,334,30,145,482
mississippi,2008,1.44,0.15000000000000002,0.7,2.2800000000000002,341,30,145,486
mississippi,2007,1.45,0.14,0.6799999999999999,2.2600000000000002,344,28,141,482
mississippi,2006,1.43,0.13,0.6699999999999999,2.23,339,26,139,476
mississippi,2005,1.4,0.13,0.65,2.18,332,26,135,465
mississippi,2004,1.3800000000000001,0.13,0.63,2.14,327,26,131,457
mississippi,2003,1.3800000000000001,0.12000000000000001,0.63,2.13,327,24,131,454
mississippi,2002,1.41,0.12000000000000001,0.61,2.13,334,24,127,454
mississippi,2001,1.4,0.11,0.6,2.11,332,22,125,450
mississippi,2000,1.43,0.11,0.61,2.14,339,22,127,457
mississippi,1999,1.42,0.11,0.61,2.14,337,22,127,457
mississippi,1998,1.3900000000000001,0.09,0.59,2.08,329,18,122,444
mississippi,1997,1.3900000000000001,0.09,0.61,2.09,329,18,127,446
mississippi,1996,1.42,0.1,0.62,2.14,337,20,129,457
mississippi,1995,1.37,0.1,0.61,2.09,325,20,127,446
mississippi,1994,1.28,0.08,0.63,2,303,16,131,427
mississippi,1993,1.37,0.1,0.63,2.11,325,20,131,450
mississippi,1992,1.35,0.09,0.63,2.08,320,18,131,444
mississippi,1991,1.32,0.09,0.64,2.05,313,18,133,437
mississippi,1990,1.34,0.09,0.65,2.08,318,18,135,444
mississippi,1989,1.28,0.09,0.6599999999999999,2.04,303,18,137,435
mississippi,1988,1.3,0.09,0.6699999999999999,2.06,308,18,139,439
mississippi,1987,1.28,0.09,0.6599999999999999,2.04,303,18,137,435
mississippi,1986,1.28,0.1,0.69,2.07,303,20,143,442
mississippi,1985,1.22,0.1,0.74,2.07,289,20,154,442
mississippi,1984,1.2,0.11,0.77,2.08,284,22,160,444
mississippi,1983,1.2,0.11,0.8,2.1,284,22,166,448
mississippi,1982,1.1800000000000002,0.11,0.81,2.1,280,22,168,448
mississippi,1981,1.1900000000000002,0.11,0.8400000000000001,2.13,282,22,174,454
mississippi,1980,1.1300000000000001,0.1,0.8600000000000001,2.09,268,20,179,446
mississippi,1979,1.1,0.09,0.81,2,261,18,168,427
mississippi,1978,1.11,0.1,0.88,2.09,263,20,183,446
mississippi,1977,1.04,0.1,0.8300000000000001,1.98,247,20,172,422
