state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
alabama,2016,1.09,0.26,0.65,2.01,258,52,135,429
alabama,2015,1.11,0.26,0.64,2.01,263,52,133,429
alabama,2014,1.1300000000000001,0.25,0.62,2,268,50,129,427
alabama,2013,1.1400000000000001,0.25,0.6,1.99,270,50,125,425
alabama,2012,1.1600000000000001,0.24000000000000002,0.6,2,275,48,125,427
alabama,2011,1.1600000000000001,0.24000000000000002,0.59,1.98,275,48,122,422
alabama,2010,1.1700000000000002,0.23,0.58,1.98,277,46,120,422
alabama,2009,1.1900000000000002,0.22,0.5700000000000001,1.98,282,44,118,422
alabama,2008,1.22,0.22,0.5700000000000001,2.01,289,44,118,429
alabama,2007,1.23,0.22,0.55,2,292,44,114,427
alabama,2006,1.21,0.21000000000000002,0.54,1.95,287,42,112,416
alabama,2005,1.1800000000000002,0.2,0.53,1.91,280,40,110,407
alabama,2004,1.1900000000000002,0.2,0.52,1.91,282,40,108,407
alabama,2003,1.1900000000000002,0.19,0.52,1.9,282,38,108,405
alabama,2002,1.1800000000000002,0.21000000000000002,0.54,1.92,280,42,112,410
alabama,2001,1.1600000000000001,0.17,0.53,1.86,275,34,110,397
alabama,2000,1.1900000000000002,0.18,0.51,1.8800000000000001,282,36,106,401
alabama,1999,1.1800000000000002,0.17,0.51,1.87,280,34,106,399
alabama,1998,1.1600000000000001,0.17,0.51,1.85,275,34,106,395
alabama,1997,1.1400000000000001,0.16,0.52,1.82,270,32,108,388
alabama,1996,1.1700000000000002,0.18,0.53,1.8800000000000001,277,36,110,401
alabama,1995,1.1400000000000001,0.16,0.53,1.82,270,32,110,388
alabama,1994,1.1600000000000001,0.17,0.54,1.87,275,34,112,399
alabama,1993,1.1400000000000001,0.17,0.56,1.86,270,34,116,397
alabama,1992,1.02,0.19,0.59,1.79,242,38,122,382
alabama,1991,1,0.17,0.59,1.76,237,34,122,375
alabama,1990,1.12,0.18,0.61,1.92,265,36,127,410
alabama,1989,1.12,0.17,0.61,1.9,265,34,127,405
alabama,1988,1.12,0.19,0.62,1.92,265,38,129,410
alabama,1987,1.11,0.18,0.62,1.91,263,36,129,407
alabama,1986,1.1,0.18,0.65,1.92,261,36,135,410
alabama,1985,1.07,0.17,0.6699999999999999,1.92,254,34,139,410
alabama,1984,1.03,0.19,0.69,1.91,244,38,143,407
alabama,1983,1.01,0.17,0.72,1.9,239,34,149,405
alabama,1982,1,0.18,0.72,1.9,237,36,149,405
alabama,1981,1,0.19,0.73,1.91,237,38,152,407
alabama,1980,0.9500000000000001,0.16,0.74,1.86,225,32,154,397
alabama,1979,0.96,0.12000000000000001,0.8200000000000001,1.9,228,24,170,405
alabama,1978,0.9500000000000001,0.12000000000000001,0.8500000000000001,1.92,225,24,176,410
alabama,1977,0.97,0.12000000000000001,0.8200000000000001,1.92,230,24,170,410
