state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
delaware,2016,1.2,0.73,1.79,3.72,284,145,372,794
delaware,2015,1.1800000000000002,0.72,1.74,3.65,280,143,361,779
delaware,2014,1.21,0.72,1.6600000000000001,3.59,287,143,345,766
delaware,2013,1.25,0.72,1.6300000000000001,3.59,296,143,338,766
delaware,2012,1.32,0.69,1.58,3.59,313,137,328,766
delaware,2011,1.34,0.69,1.52,3.55,318,137,316,757
delaware,2010,1.36,0.6599999999999999,1.36,3.38,322,131,282,721
delaware,2009,1.32,0.65,1.34,3.3099999999999996,313,129,278,706
delaware,2008,1.35,0.5700000000000001,1.23,3.15,320,113,255,672
delaware,2007,1.3800000000000001,0.59,1.23,3.19,327,117,255,681
delaware,2006,1.41,0.59,1.26,3.2600000000000002,334,117,262,695
delaware,2005,1.42,0.58,1.24,3.25,337,115,257,693
delaware,2004,1.42,0.5700000000000001,1.28,3.27,337,113,266,698
delaware,2003,1.3800000000000001,0.5700000000000001,1.1800000000000002,3.12,327,113,245,666
delaware,2002,1.3900000000000001,0.52,1.1,3.01,329,103,228,642
delaware,2001,1.3900000000000001,0.49,1.07,2.94,329,97,222,627
delaware,2000,1.36,0.48000000000000004,1.05,2.8899999999999997,322,95,218,617
delaware,1999,1.4,0.48000000000000004,1.03,2.9,332,95,214,619
delaware,1998,1.41,0.47000000000000003,1.03,2.9099999999999997,334,93,214,621
delaware,1997,1.37,0.46,0.99,2.8099999999999996,325,91,206,599
delaware,1996,1.3900000000000001,0.45,0.9400000000000001,2.7800000000000002,329,89,195,593
delaware,1995,1.3,0.4,0.92,2.62,308,79,191,559
delaware,1994,1.43,0.38,0.9500000000000001,2.7600000000000002,339,75,197,589
delaware,1993,1.46,0.35,0.9500000000000001,2.7600000000000002,346,69,197,589
delaware,1992,1.4,0.36,0.97,2.73,332,71,201,582
delaware,1991,1.4,0.35,0.9500000000000001,2.7,332,69,197,576
delaware,1990,1.44,0.37,1.1400000000000001,2.9499999999999997,341,73,237,629
delaware,1989,1.43,0.39,1.1500000000000001,2.96,339,77,239,631
delaware,1988,1.46,0.41000000000000003,1.21,3.08,346,81,251,657
delaware,1987,1.46,0.43000000000000005,1.23,3.12,346,85,255,666
delaware,1986,1.46,0.45,1.25,3.16,346,89,260,674
delaware,1985,1.48,0.41000000000000003,1.31,3.2,351,81,272,683
delaware,1984,1.52,0.39,1.29,3.2,360,77,268,683
delaware,1983,1.55,0.35,1.35,3.25,367,69,280,693
delaware,1982,1.54,0.33999999999999997,1.3800000000000001,3.2600000000000002,365,67,287,695
delaware,1981,1.52,0.32999999999999996,1.4,3.24,360,65,291,691
delaware,1980,1.44,0.29000000000000004,1.37,3.11,341,58,284,663
delaware,1979,1.35,0.26,1.31,2.92,320,52,272,623
delaware,1978,1.31,0.24000000000000002,1.3,2.8499999999999996,311,48,270,608
delaware,1977,1.3,0.23,1.33,2.86,308,46,276,610
