state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
new hampshire,2016,1.87,0.88,2,4.76,443,175,415,1015
new hampshire,2015,1.8800000000000001,0.88,1.96,4.72,446,175,407,1007
new hampshire,2014,1.6900000000000002,0.89,1.96,4.54,401,177,407,969
new hampshire,2013,1.86,0.89,1.93,4.68,441,177,401,998
new hampshire,2012,1.9,0.8600000000000001,1.8900000000000001,4.6499999999999995,450,171,392,992
new hampshire,2011,1.86,0.92,1.98,4.7700000000000005,441,183,411,1018
new hampshire,2010,1.81,0.8400000000000001,1.85,4.5,429,167,384,960
new hampshire,2009,1.79,0.8400000000000001,1.84,4.470000000000001,424,167,382,954
new hampshire,2008,1.78,0.81,1.79,4.39,422,161,372,937
new hampshire,2007,1.82,0.7899999999999999,1.75,4.359999999999999,431,157,363,930
new hampshire,2006,1.73,0.7799999999999999,1.77,4.28,410,155,367,913
new hampshire,2005,1.75,0.75,1.71,4.2,415,149,355,896
new hampshire,2004,1.74,0.73,1.6700000000000002,4.14,412,145,347,883
new hampshire,2003,1.75,0.71,1.6300000000000001,4.09,415,141,338,873
new hampshire,2002,1.75,0.7,1.6400000000000001,4.09,415,139,341,873
new hampshire,2001,1.75,0.6599999999999999,1.62,4.03,415,131,336,860
new hampshire,2000,1.78,0.65,1.6300000000000001,4.06,422,129,338,866
new hampshire,1999,1.77,0.65,1.6400000000000001,4.06,420,129,341,866
new hampshire,1998,1.77,0.55,1.6700000000000002,3.9899999999999998,420,109,347,851
new hampshire,1997,1.78,0.54,1.72,4.04,422,107,357,862
new hampshire,1996,1.78,0.53,1.79,4.109999999999999,422,105,372,877
new hampshire,1995,1.73,0.5,1.79,4.02,410,99,372,858
new hampshire,1994,1.75,0.48000000000000004,1.9,4.13,415,95,394,881
new hampshire,1993,1.83,0.54,2.01,4.38,434,107,417,934
new hampshire,1992,1.81,0.52,1.96,4.3,429,103,407,917
new hampshire,1991,1.85,0.49,1.96,4.3,439,97,407,917
new hampshire,1990,1.85,0.49,1.97,4.3,439,97,409,917
new hampshire,1989,1.87,0.5,2,4.38,443,99,415,934
new hampshire,1988,1.91,0.49,1.94,4.34,453,97,403,926
new hampshire,1987,1.93,0.5,1.99,4.42,457,99,413,943
new hampshire,1986,1.93,0.52,2.06,4.52,457,103,428,964
new hampshire,1985,1.99,0.53,2.22,4.74,472,105,461,1011
new hampshire,1984,1.99,0.59,2.3299999999999996,4.92,472,117,484,1050
new hampshire,1983,2.17,0.56,2.36,5.09,514,111,490,1086
new hampshire,1982,1.9,0.59,2.3499999999999996,4.84,450,117,488,1033
new hampshire,1981,1.8900000000000001,0.59,2.4299999999999997,4.91,448,117,505,1047
new hampshire,1980,1.93,0.6,2.4899999999999998,5.02,457,119,517,1071
new hampshire,1979,1.94,0.61,2.56,5.1,460,121,532,1088
new hampshire,1978,1.95,0.53,2.88,5.359999999999999,462,105,598,1143
new hampshire,1977,1.86,0.49,2.88,5.23,441,97,598,1116
