state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
pennsylvania,2016,1.31,0.32999999999999996,0.72,2.36,311,65,149,503
pennsylvania,2015,1.31,0.32,0.7,2.3299999999999996,311,64,145,497
pennsylvania,2014,1.32,0.32,0.7,2.34,313,64,145,499
pennsylvania,2013,1.34,0.31,0.6799999999999999,2.3299999999999996,318,62,141,497
pennsylvania,2012,1.36,0.31,0.6699999999999999,2.34,322,62,139,499
pennsylvania,2011,1.37,0.3,0.6599999999999999,2.3299999999999996,325,60,137,497
pennsylvania,2010,1.37,0.29000000000000004,0.64,2.3,325,58,133,491
pennsylvania,2009,1.37,0.28,0.63,2.27,325,56,131,484
pennsylvania,2008,1.36,0.26,0.61,2.23,322,52,127,476
pennsylvania,2007,1.35,0.25,0.58,2.18,320,50,120,465
pennsylvania,2006,1.32,0.23,0.55,2.1,313,46,114,448
pennsylvania,2005,1.32,0.23,0.55,2.11,313,46,114,450
pennsylvania,2004,1.3,0.23,0.53,2.06,308,46,110,439
pennsylvania,2003,1.31,0.22,0.51,2.04,311,44,106,435
pennsylvania,2002,1.35,0.21000000000000002,0.49,2.06,320,42,102,439
pennsylvania,2001,1.33,0.2,0.48000000000000004,2.02,315,40,100,431
pennsylvania,2000,1.29,0.2,0.47000000000000003,1.96,306,40,98,418
pennsylvania,1999,1.27,0.2,0.46,1.92,301,40,96,410
pennsylvania,1998,1.21,0.18,0.45,1.85,287,36,93,395
pennsylvania,1997,1.32,0.18,0.45,1.95,313,36,93,416
pennsylvania,1996,1.26,0.17,0.45,1.8800000000000001,299,34,93,401
pennsylvania,1995,1.26,0.17,0.45,1.8800000000000001,299,34,93,401
pennsylvania,1994,1.28,0.18,0.47000000000000003,1.93,303,36,98,412
pennsylvania,1993,1.31,0.17,0.48000000000000004,1.96,311,34,100,418
pennsylvania,1992,1.3,0.18,0.51,1.99,308,36,106,425
pennsylvania,1991,1.36,0.17,0.52,2.05,322,34,108,437
pennsylvania,1990,1.42,0.18,0.55,2.15,337,36,114,459
pennsylvania,1989,1.3800000000000001,0.18,0.5700000000000001,2.13,327,36,118,454
pennsylvania,1988,1.41,0.19,0.54,2.14,334,38,112,457
pennsylvania,1987,1.4,0.2,0.62,2.22,332,40,129,474
pennsylvania,1986,1.4,0.21000000000000002,0.64,2.25,332,42,133,480
pennsylvania,1985,1.3800000000000001,0.21000000000000002,0.65,2.23,327,42,135,476
pennsylvania,1984,1.3800000000000001,0.21000000000000002,0.6699999999999999,2.2600000000000002,327,42,139,482
pennsylvania,1983,1.41,0.22,0.6699999999999999,2.3099999999999996,334,44,139,493
pennsylvania,1982,1.44,0.23,0.7,2.3699999999999997,341,46,145,506
pennsylvania,1981,1.42,0.23,0.72,2.38,337,46,149,508
pennsylvania,1980,1.45,0.22,0.71,2.3899999999999997,344,44,147,510
pennsylvania,1979,1.4,0.22,0.72,2.34,332,44,149,499
pennsylvania,1978,1.35,0.21000000000000002,0.73,2.3,320,42,152,491
pennsylvania,1977,1.34,0.2,0.74,2.27,318,40,154,484
