state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
iowa,2016,1.3,0.23,0.8700000000000001,2.4,308,46,181,512
iowa,2015,1.31,0.22,0.8300000000000001,2.36,311,44,172,503
iowa,2014,1.34,0.21000000000000002,0.81,2.3699999999999997,318,42,168,506
iowa,2013,1.33,0.22,0.7899999999999999,2.34,315,44,164,499
iowa,2012,1.36,0.23,0.81,2.4,322,46,168,512
iowa,2011,1.3800000000000001,0.21000000000000002,0.7799999999999999,2.3699999999999997,327,42,162,506
iowa,2010,1.3900000000000001,0.18,0.73,2.3,329,36,152,491
iowa,2009,1.42,0.18,0.72,2.3099999999999996,337,36,149,493
iowa,2008,1.43,0.17,0.7,2.3,339,34,145,491
iowa,2007,1.41,0.17,0.6699999999999999,2.25,334,34,139,480
iowa,2006,1.3900000000000001,0.16,0.65,2.2,329,32,135,469
iowa,2005,1.4,0.16,0.61,2.16,332,32,127,461
iowa,2004,1.3900000000000001,0.16,0.5700000000000001,2.12,329,32,118,452
iowa,2003,1.3800000000000001,0.15000000000000002,0.54,2.07,327,30,112,442
iowa,2002,1.3800000000000001,0.14,0.51,2.04,327,28,106,435
iowa,2001,1.36,0.13,0.5,1.99,322,26,104,425
iowa,2000,1.35,0.13,0.5,1.98,320,26,104,422
iowa,1999,1.34,0.13,0.48000000000000004,1.95,318,26,100,416
iowa,1998,1.31,0.12000000000000001,0.46,1.9,311,24,96,405
iowa,1997,1.28,0.12000000000000001,0.45,1.85,303,24,93,395
iowa,1996,1.28,0.12000000000000001,0.45,1.85,303,24,93,395
iowa,1995,1.26,0.11,0.44,1.8,299,22,91,384
iowa,1994,1.3,0.1,0.44,1.84,308,20,91,393
iowa,1993,1.28,0.11,0.48000000000000004,1.87,303,22,100,399
iowa,1992,1.31,0.13,0.46,1.9,311,26,96,405
iowa,1991,1.32,0.16,0.52,2.01,313,32,108,429
iowa,1990,1.34,0.18,0.54,2.06,318,36,112,439
iowa,1989,1.3,0.19,0.52,2.01,308,38,108,429
iowa,1988,1.32,0.2,0.53,2.06,313,40,110,439
iowa,1987,1.34,0.22,0.59,2.14,318,44,122,457
iowa,1986,1.35,0.2,0.54,2.09,320,40,112,446
iowa,1985,1.33,0.14,0.58,2.06,315,28,120,439
iowa,1984,1.3900000000000001,0.12000000000000001,0.62,2.13,329,24,129,454
iowa,1983,1.4,0.13,0.65,2.18,332,26,135,465
iowa,1982,1.4,0.13,0.65,2.19,332,26,135,467
iowa,1981,1.44,0.13,0.69,2.2600000000000002,341,26,143,482
iowa,1980,1.41,0.13,0.71,2.25,334,26,147,480
iowa,1979,1.4,0.11,0.71,2.22,332,22,147,474
iowa,1978,1.3800000000000001,0.11,0.74,2.23,327,22,154,476
iowa,1977,1.33,0.1,0.74,2.17,315,20,154,463
