state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
rhode island,2016,0.9400000000000001,0.58,1.05,2.57,223,115,218,548
rhode island,2015,0.96,0.5700000000000001,0.99,2.52,228,113,206,538
rhode island,2014,1.02,0.51,0.8600000000000001,2.3899999999999997,242,101,179,510
rhode island,2013,1,0.58,0.98,2.56,237,115,203,546
rhode island,2012,1.03,0.59,0.97,2.58,244,117,201,550
rhode island,2011,1.04,0.58,0.9400000000000001,2.55,247,115,195,544
rhode island,2010,1.07,0.56,0.92,2.55,254,111,191,544
rhode island,2009,1.07,0.55,0.8500000000000001,2.4699999999999998,254,109,176,527
rhode island,2008,1.09,0.52,0.8400000000000001,2.46,258,103,174,525
rhode island,2007,1.1,0.53,0.8200000000000001,2.4499999999999997,261,105,170,523
rhode island,2006,1.07,0.51,0.8300000000000001,2.4099999999999997,254,101,172,514
rhode island,2005,0.98,0.49,0.8200000000000001,2.29,232,97,170,489
rhode island,2004,1.1300000000000001,0.5,0.8,2.42,268,99,166,516
rhode island,2003,1.1300000000000001,0.51,0.8,2.4499999999999997,268,101,166,523
rhode island,2002,1.1700000000000002,0.48000000000000004,0.74,2.4,277,95,154,512
rhode island,2001,1.1900000000000002,0.46,0.7,2.36,282,91,145,503
rhode island,2000,1.1600000000000001,0.46,0.7,2.3099999999999996,275,91,145,493
rhode island,1999,1.1400000000000001,0.45,0.69,2.2800000000000002,270,89,143,486
rhode island,1998,1.1400000000000001,0.47000000000000003,0.63,2.24,270,93,131,478
rhode island,1997,1.22,0.44,0.64,2.3,289,87,133,491
rhode island,1996,1.1600000000000001,0.42000000000000004,0.6599999999999999,2.24,275,83,137,478
rhode island,1995,1.1800000000000002,0.38,0.63,2.19,280,75,131,467
rhode island,1994,1.23,0.38,0.6599999999999999,2.27,292,75,137,484
rhode island,1993,1.22,0.36,0.69,2.27,289,71,143,484
rhode island,1992,1.24,0.39,0.7,2.3299999999999996,294,77,145,497
rhode island,1991,1.33,0.37,0.71,2.4099999999999997,315,73,147,514
rhode island,1990,1.31,0.44,0.7899999999999999,2.54,311,87,164,542
rhode island,1989,1.35,0.46,0.8600000000000001,2.67,320,91,179,570
rhode island,1988,1.3800000000000001,0.49,0.96,2.82,327,97,199,602
rhode island,1987,1.3900000000000001,0.51,0.93,2.8299999999999996,329,101,193,604
rhode island,1986,1.4,0.53,0.92,2.8499999999999996,332,105,191,608
rhode island,1985,1.4,0.51,1.03,2.9299999999999997,332,101,214,625
rhode island,1984,1.37,0.52,1.03,2.92,325,103,214,623
rhode island,1983,1.48,0.5,1.06,3.04,351,99,220,649
rhode island,1982,1.34,0.55,1.04,2.94,318,109,216,627
rhode island,1981,1.36,0.53,1.04,2.92,322,105,216,623
rhode island,1980,1.46,0.53,1.1300000000000001,3.13,346,105,235,668
rhode island,1979,1.42,0.49,1.08,2.98,337,97,224,636
rhode island,1978,1.37,0.48000000000000004,1.1300000000000001,2.98,325,95,235,636
rhode island,1977,1.35,0.42000000000000004,1.09,2.86,320,83,226,610
