state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
north dakota,2016,1.6400000000000001,0.33999999999999997,1.29,3.2600000000000002,389,67,268,695
north dakota,2015,1.58,0.35,1.32,3.25,375,69,274,693
north dakota,2014,1.6700000000000002,0.35,1.3900000000000001,3.4099999999999997,396,69,289,727
north dakota,2013,1.6800000000000002,0.32,1.37,3.38,398,64,284,721
north dakota,2012,1.75,0.3,1.37,3.42,415,60,284,730
north dakota,2011,1.6600000000000001,0.26,1.26,3.18,393,52,262,678
north dakota,2010,1.49,0.25,1.1900000000000002,2.9299999999999997,353,50,247,625
north dakota,2009,1.59,0.24000000000000002,1.1300000000000001,2.96,377,48,235,631
north dakota,2008,1.6,0.23,1.11,2.94,379,46,230,627
north dakota,2007,1.53,0.23,1.06,2.82,363,46,220,602
north dakota,2006,1.5,0.2,1,2.7,356,40,208,576
north dakota,2005,1.48,0.18,0.9400000000000001,2.6,351,36,195,555
north dakota,2004,1.49,0.18,0.8200000000000001,2.4899999999999998,353,36,170,531
north dakota,2003,1.53,0.17,0.8600000000000001,2.56,363,34,179,546
north dakota,2002,1.51,0.16,0.8300000000000001,2.5,358,32,172,533
north dakota,2001,1.46,0.15000000000000002,0.81,2.42,346,30,168,516
north dakota,2000,1.47,0.15000000000000002,0.7899999999999999,2.4,348,30,164,512
north dakota,1999,1.48,0.15000000000000002,0.7799999999999999,2.4099999999999997,351,30,162,514
north dakota,1998,1.45,0.13,0.76,2.3499999999999996,344,26,158,501
north dakota,1997,1.4,0.13,0.77,2.3,332,26,160,491
north dakota,1996,1.4,0.13,0.77,2.3,332,26,160,491
north dakota,1995,1.36,0.16,0.77,2.2800000000000002,322,32,160,486
north dakota,1994,1.3900000000000001,0.15000000000000002,0.7799999999999999,2.32,329,30,162,495
north dakota,1993,1.37,0.15000000000000002,0.8400000000000001,2.36,325,30,174,503
north dakota,1992,1.3800000000000001,0.15000000000000002,0.8500000000000001,2.3899999999999997,327,30,176,510
north dakota,1991,1.43,0.16,0.8600000000000001,2.44,339,32,179,521
north dakota,1990,1.47,0.17,0.93,2.56,348,34,193,546
north dakota,1989,1.41,0.17,0.8600000000000001,2.44,334,34,179,521
north dakota,1988,1.41,0.19,0.88,2.48,334,38,183,529
north dakota,1987,1.37,0.21000000000000002,0.89,2.4699999999999998,325,42,185,527
north dakota,1986,1.34,0.22,0.8700000000000001,2.44,318,44,181,521
north dakota,1985,1.34,0.19,0.96,2.5,318,38,199,533
north dakota,1984,1.41,0.17,0.99,2.56,334,34,206,546
north dakota,1983,1.49,0.17,1.05,2.71,353,34,218,578
north dakota,1982,1.52,0.18,1.09,2.79,360,36,226,595
north dakota,1981,1.53,0.18,1.1400000000000001,2.8499999999999996,363,36,237,608
north dakota,1980,1.52,0.17,1.1300000000000001,2.82,360,34,235,602
north dakota,1979,1.46,0.16,1.1,2.72,346,32,228,580
north dakota,1978,1.45,0.16,1.1500000000000001,2.7600000000000002,344,32,239,589
north dakota,1977,1.35,0.15000000000000002,1.12,2.62,320,30,233,559
