state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
connecticut,2016,0.8500000000000001,0.62,0.98,2.4499999999999997,201,123,203,523
connecticut,2015,0.8500000000000001,0.61,0.9500000000000001,2.4099999999999997,201,121,197,514
connecticut,2014,0.8400000000000001,0.6,0.92,2.3699999999999997,199,119,191,506
connecticut,2013,0.8500000000000001,0.61,0.91,2.3699999999999997,201,121,189,506
connecticut,2012,0.8600000000000001,0.61,0.91,2.3899999999999997,204,121,189,510
connecticut,2011,0.8600000000000001,0.62,0.88,2.3499999999999996,204,123,183,501
connecticut,2010,0.88,0.6,0.8700000000000001,2.3499999999999996,209,119,181,501
connecticut,2009,0.88,0.59,0.8500000000000001,2.3099999999999996,209,117,176,493
connecticut,2008,0.93,0.58,0.8500000000000001,2.36,220,115,176,503
connecticut,2007,0.92,0.5700000000000001,0.8400000000000001,2.3299999999999996,218,113,174,497
connecticut,2006,0.93,0.56,0.81,2.3,220,111,168,491
connecticut,2005,0.9,0.54,0.7899999999999999,2.23,213,107,164,476
connecticut,2004,0.93,0.53,0.7899999999999999,2.25,220,105,164,480
connecticut,2003,0.93,0.52,0.7799999999999999,2.23,220,103,162,476
connecticut,2002,0.9500000000000001,0.5,0.75,2.21,225,99,156,471
connecticut,2001,0.9500000000000001,0.5,0.74,2.19,225,99,154,467
connecticut,2000,0.9400000000000001,0.49,0.74,2.18,223,97,154,465
connecticut,1999,0.9400000000000001,0.49,0.75,2.18,223,97,156,465
connecticut,1998,0.96,0.49,0.76,2.21,228,97,158,471
connecticut,1997,0.9500000000000001,0.48000000000000004,0.74,2.17,225,95,154,463
connecticut,1996,0.91,0.46,0.72,2.09,216,91,149,446
connecticut,1995,0.96,0.46,0.7799999999999999,2.2,228,91,162,469
connecticut,1994,0.99,0.43000000000000005,0.7799999999999999,2.2,235,85,162,469
connecticut,1993,0.96,0.44,0.8,2.2,228,87,166,469
connecticut,1992,1.01,0.45,0.8300000000000001,2.3,239,89,172,491
connecticut,1991,1.03,0.43000000000000005,0.8400000000000001,2.29,244,85,174,489
connecticut,1990,1.09,0.45,0.92,2.46,258,89,191,525
connecticut,1989,1.07,0.46,0.96,2.5,254,91,199,533
connecticut,1988,1.12,0.5,1.05,2.67,265,99,218,570
connecticut,1987,1.1400000000000001,0.51,1.1,2.75,270,101,228,587
connecticut,1986,1.11,0.51,1.1400000000000001,2.7600000000000002,263,101,237,589
connecticut,1985,1.12,0.5,1.1900000000000002,2.8099999999999996,265,99,247,599
connecticut,1984,1.1,0.49,1.1900000000000002,2.7800000000000002,261,97,247,593
connecticut,1983,1.1,0.49,1.22,2.8,261,97,253,597
connecticut,1982,1.04,0.49,1.21,2.74,247,97,251,585
connecticut,1981,1.05,0.44,1.1800000000000002,2.67,249,87,245,570
connecticut,1980,1.06,0.43000000000000005,1.2,2.69,251,85,249,574
connecticut,1979,1.1400000000000001,0.4,1.21,2.7600000000000002,270,79,251,589
connecticut,1978,1.09,0.38,1.21,2.69,258,75,251,574
connecticut,1977,1.06,0.35,1.23,2.64,251,69,255,563
