state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
maine,2016,1.36,0.44,1.01,2.8099999999999996,322,87,210,599
maine,2015,1.37,0.44,0.97,2.7800000000000002,325,87,201,593
maine,2014,1.36,0.42000000000000004,0.93,2.71,322,83,193,578
maine,2013,1.36,0.42000000000000004,0.91,2.69,322,83,189,574
maine,2012,1.34,0.42000000000000004,0.89,2.65,318,83,185,565
maine,2011,1.31,0.42000000000000004,0.8700000000000001,2.6,311,83,181,555
maine,2010,1.3,0.42000000000000004,0.8400000000000001,2.56,308,83,174,546
maine,2009,1.31,0.42000000000000004,0.8200000000000001,2.55,311,83,170,544
maine,2008,1.33,0.42000000000000004,0.81,2.56,315,83,168,546
maine,2007,1.35,0.42000000000000004,0.8,2.57,320,83,166,548
maine,2006,1.34,0.42000000000000004,0.7799999999999999,2.54,318,83,162,542
maine,2005,1.34,0.41000000000000003,0.77,2.52,318,81,160,538
maine,2004,1.26,0.41000000000000003,0.76,2.44,299,81,158,521
maine,2003,1.25,0.4,0.74,2.3899999999999997,296,79,154,510
maine,2002,1.23,0.4,0.7,2.3299999999999996,292,79,145,497
maine,2001,1.21,0.37,0.7,2.2800000000000002,287,73,145,486
maine,2000,1.1700000000000002,0.38,0.6799999999999999,2.23,277,75,141,476
maine,1999,1.1600000000000001,0.36,0.69,2.21,275,71,143,471
maine,1998,1.1400000000000001,0.32999999999999996,0.69,2.16,270,65,143,461
maine,1997,1.1600000000000001,0.32,0.6799999999999999,2.16,275,64,141,461
maine,1996,1.21,0.32,0.69,2.22,287,64,143,474
maine,1995,1.1400000000000001,0.28,0.7,2.12,270,56,145,452
maine,1994,1.1300000000000001,0.27,0.77,2.18,268,54,160,465
maine,1993,1.1500000000000001,0.29000000000000004,0.7899999999999999,2.22,273,58,164,474
maine,1992,1.1600000000000001,0.29000000000000004,0.7799999999999999,2.23,275,58,162,476
maine,1991,1.1800000000000002,0.3,0.77,2.25,280,60,160,480
maine,1990,1.21,0.31,0.8200000000000001,2.34,287,62,170,499
maine,1989,1.26,0.33999999999999997,0.8600000000000001,2.46,299,67,179,525
maine,1988,1.29,0.36,0.91,2.55,306,71,189,544
maine,1987,1.27,0.38,0.91,2.56,301,75,189,546
maine,1986,1.29,0.36,0.92,2.57,306,71,191,548
maine,1985,1.29,0.32999999999999996,0.9400000000000001,2.56,306,65,195,546
maine,1984,1.25,0.31,1.02,2.57,296,62,212,548
maine,1983,1.32,0.29000000000000004,1.03,2.64,313,58,214,563
maine,1982,1.3,0.3,1.02,2.62,308,60,212,559
maine,1981,1.24,0.28,1.05,2.57,294,56,218,548
maine,1980,1.32,0.28,1.06,2.66,313,56,220,567
maine,1979,1.27,0.27,1.05,2.59,301,54,218,553
maine,1978,1.28,0.26,1.03,2.57,303,52,214,548
maine,1977,1.35,0.23,1.02,2.6,320,46,212,555
