state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
georgia,2016,0.99,0.25,0.69,1.94,235,50,143,414
georgia,2015,1.01,0.25,0.6799999999999999,1.94,239,50,141,414
georgia,2014,1.02,0.25,0.69,1.96,242,50,143,418
georgia,2013,1.03,0.25,0.69,1.97,244,50,143,420
georgia,2012,1.05,0.25,0.6799999999999999,1.98,249,50,141,422
georgia,2011,1.06,0.25,0.6699999999999999,1.98,251,50,139,422
georgia,2010,1.08,0.25,0.65,1.98,256,50,135,422
georgia,2009,1.11,0.25,0.65,2.01,263,50,135,429
georgia,2008,1.1600000000000001,0.25,0.65,2.06,275,50,135,439
georgia,2007,1.1900000000000002,0.26,0.65,2.1,282,52,135,448
georgia,2006,1.1900000000000002,0.26,0.65,2.1,282,52,135,448
georgia,2005,1.1700000000000002,0.26,0.64,2.07,277,52,133,442
georgia,2004,1.1900000000000002,0.27,0.65,2.11,282,54,135,450
georgia,2003,1.2,0.26,0.6599999999999999,2.13,284,52,137,454
georgia,2002,1.21,0.26,0.6599999999999999,2.13,287,52,137,454
georgia,2001,1.2,0.25,0.65,2.11,284,50,135,450
georgia,2000,1.21,0.25,0.69,2.16,287,50,143,461
georgia,1999,1.23,0.25,0.7,2.18,292,50,145,465
georgia,1998,1.22,0.23,0.7,2.15,289,46,145,459
georgia,1997,1.2,0.23,0.7,2.13,284,46,145,454
georgia,1996,1.24,0.24000000000000002,0.71,2.18,294,48,147,465
georgia,1995,1.21,0.21000000000000002,0.7,2.12,287,42,145,452
georgia,1994,1.1700000000000002,0.21000000000000002,0.77,2.14,277,42,160,457
georgia,1993,1.23,0.2,0.77,2.2,292,40,160,469
georgia,1992,1.22,0.21000000000000002,0.7899999999999999,2.23,289,42,164,476
georgia,1991,1.1600000000000001,0.22,0.7799999999999999,2.17,275,44,162,463
georgia,1990,1.22,0.23,0.8600000000000001,2.3099999999999996,289,46,179,493
georgia,1989,1.1800000000000002,0.24000000000000002,0.9400000000000001,2.36,280,48,195,503
georgia,1988,1.21,0.26,0.92,2.3899999999999997,287,52,191,510
georgia,1987,1.21,0.27,1,2.48,287,54,208,529
georgia,1986,1.21,0.27,0.9400000000000001,2.4299999999999997,287,54,195,518
georgia,1985,1.1700000000000002,0.25,1.01,2.44,277,50,210,521
georgia,1984,1.1800000000000002,0.24000000000000002,1.06,2.48,280,48,220,529
georgia,1983,1.1400000000000001,0.22,1.06,2.42,270,44,220,516
georgia,1982,1.12,0.21000000000000002,1.04,2.36,265,42,216,503
georgia,1981,1.1,0.18,1.09,2.38,261,36,226,508
georgia,1980,1.06,0.19,1.08,2.3299999999999996,251,38,224,497
georgia,1979,1.11,0.18,1.1600000000000001,2.44,263,36,241,521
georgia,1978,1.09,0.18,1.21,2.48,258,36,251,529
georgia,1977,1.03,0.15000000000000002,1.1900000000000002,2.3699999999999997,244,30,247,506
