state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
arizona,2016,1.1400000000000001,0.4,0.7799999999999999,2.3099999999999996,270,79,162,493
arizona,2015,1.1600000000000001,0.4,0.7799999999999999,2.34,275,79,162,499
arizona,2014,1.1800000000000002,0.4,0.7899999999999999,2.3699999999999997,280,79,164,506
arizona,2013,1.1300000000000001,0.42000000000000004,0.81,2.36,268,83,168,503
arizona,2012,1.1400000000000001,0.45,0.8400000000000001,2.4299999999999997,270,89,174,518
arizona,2011,1.1500000000000001,0.44,0.8,2.3899999999999997,273,87,166,510
arizona,2010,1.23,0.41000000000000003,0.76,2.3899999999999997,292,81,158,510
arizona,2009,1.22,0.39,0.77,2.38,289,77,160,508
arizona,2008,1.3,0.41000000000000003,0.77,2.48,308,81,160,529
arizona,2007,1.3900000000000001,0.33999999999999997,0.7799999999999999,2.51,329,67,162,535
arizona,2006,1.34,0.38,0.7899999999999999,2.51,318,75,164,535
arizona,2005,1.35,0.4,0.76,2.51,320,79,158,535
arizona,2004,1.4,0.33999999999999997,0.71,2.44,332,67,147,521
arizona,2003,1.41,0.37,0.71,2.4899999999999998,334,73,147,531
arizona,2002,1.46,0.32999999999999996,0.69,2.48,346,65,143,529
arizona,2001,1.47,0.32999999999999996,0.7,2.5,348,65,145,533
arizona,2000,1.48,0.31,0.71,2.5,351,62,147,533
arizona,1999,1.47,0.33999999999999997,0.69,2.51,348,67,143,535
arizona,1998,1.44,0.32999999999999996,0.6799999999999999,2.4499999999999997,341,65,141,523
arizona,1997,1.45,0.31,0.6799999999999999,2.44,344,62,141,521
arizona,1996,1.52,0.32999999999999996,0.73,2.58,360,65,152,550
arizona,1995,1.47,0.29000000000000004,0.6799999999999999,2.44,348,58,141,521
arizona,1994,1.52,0.29000000000000004,0.7,2.5,360,58,145,533
arizona,1993,1.58,0.27,0.76,2.62,375,54,158,559
arizona,1992,1.58,0.31,0.8,2.69,375,62,166,574
arizona,1991,1.58,0.35,0.7799999999999999,2.71,375,69,162,578
arizona,1990,1.59,0.37,0.8,2.77,377,73,166,591
arizona,1989,1.6300000000000001,0.35,0.8300000000000001,2.8099999999999996,386,69,172,599
arizona,1988,1.6,0.41000000000000003,0.8600000000000001,2.8699999999999997,379,81,179,612
arizona,1987,1.6400000000000001,0.45,0.8400000000000001,2.9299999999999997,389,89,174,625
arizona,1986,1.74,0.45,0.9,3.09,412,89,187,659
arizona,1985,1.6600000000000001,0.45,0.99,3.11,393,89,206,663
arizona,1984,1.55,0.44,1.05,3.04,367,87,218,649
arizona,1983,1.6,0.43000000000000005,0.99,3.02,379,85,206,644
arizona,1982,1.71,0.39,0.98,3.07,405,77,203,655
arizona,1981,1.76,0.42000000000000004,1,3.18,417,83,208,678
arizona,1980,1.6800000000000002,0.36,0.97,3.01,398,71,201,642
arizona,1979,1.71,0.36,1.07,3.15,405,71,222,672
arizona,1978,1.6600000000000001,0.35,1.03,3.04,393,69,214,649
arizona,1977,1.6,0.32,0.99,2.92,379,64,206,623
