state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
west virginia,2016,1.1900000000000002,0.11,0.46,1.76,282,22,96,375
west virginia,2015,1.21,0.11,0.47000000000000003,1.78,287,22,98,380
west virginia,2014,1.21,0.1,0.47000000000000003,1.78,287,20,98,380
west virginia,2013,1.24,0.1,0.46,1.8,294,20,96,384
west virginia,2012,1.24,0.1,0.47000000000000003,1.8,294,20,98,384
west virginia,2011,1.22,0.1,0.46,1.78,289,20,96,380
west virginia,2010,1.23,0.1,0.44,1.78,292,20,91,380
west virginia,2009,1.23,0.1,0.44,1.77,292,20,91,378
west virginia,2008,1.25,0.1,0.43000000000000005,1.79,296,20,89,382
west virginia,2007,1.23,0.1,0.42000000000000004,1.75,292,20,87,373
west virginia,2006,1.21,0.1,0.41000000000000003,1.72,287,20,85,367
west virginia,2005,1.23,0.1,0.4,1.73,292,20,83,369
west virginia,2004,1.25,0.1,0.39,1.75,296,20,81,373
west virginia,2003,1.23,0.1,0.38,1.72,292,20,79,367
west virginia,2002,1.26,0.1,0.38,1.74,299,20,79,371
west virginia,2001,1.25,0.1,0.37,1.72,296,20,77,367
west virginia,2000,1.24,0.1,0.36,1.7,294,20,75,363
west virginia,1999,1.22,0.1,0.37,1.6900000000000002,289,20,77,361
west virginia,1998,1.1800000000000002,0.09,0.36,1.6400000000000001,280,18,75,350
west virginia,1997,1.12,0.09,0.37,1.58,265,18,77,337
west virginia,1996,1.12,0.09,0.37,1.58,265,18,77,337
west virginia,1995,1.12,0.08,0.38,1.58,265,16,79,337
west virginia,1994,1.1700000000000002,0.08,0.39,1.6400000000000001,277,16,81,350
west virginia,1993,1.1800000000000002,0.08,0.4,1.6700000000000002,280,16,83,356
west virginia,1992,1.1600000000000001,0.09,0.41000000000000003,1.6600000000000001,275,18,85,354
west virginia,1991,1.1800000000000002,0.09,0.43000000000000005,1.7,280,18,89,363
west virginia,1990,1.2,0.1,0.42000000000000004,1.72,284,20,87,367
west virginia,1989,1.1500000000000001,0.11,0.39,1.6500000000000001,273,22,81,352
west virginia,1988,1.1500000000000001,0.12000000000000001,0.41000000000000003,1.6800000000000002,273,24,85,358
west virginia,1987,1.1300000000000001,0.13,0.41000000000000003,1.6800000000000002,268,26,85,358
west virginia,1986,1.12,0.13,0.42000000000000004,1.6700000000000002,265,26,87,356
west virginia,1985,1.1300000000000001,0.13,0.42000000000000004,1.6900000000000002,268,26,87,361
west virginia,1984,1.1300000000000001,0.12000000000000001,0.45,1.7,268,24,93,363
west virginia,1983,1.1400000000000001,0.13,0.49,1.76,270,26,102,375
west virginia,1982,1.11,0.14,0.55,1.8,263,28,114,384
west virginia,1981,1.05,0.14,0.65,1.85,249,28,135,395
west virginia,1980,1,0.09,0.72,1.81,237,18,149,386
west virginia,1979,0.9400000000000001,0.09,0.75,1.77,223,18,156,378
west virginia,1978,0.93,0.09,0.76,1.78,220,18,158,380
west virginia,1977,0.9500000000000001,0.09,0.76,1.8,225,18,158,384
