sector,fiscal_year,total_apprehensions,unaccompanied_child_apprehension,family_apprehensions
San Diego,2010,137130,1960,NA
San Diego,2011,84894,1098,NA
San Diego,2012,56922,1048,NA
San Diego,2013,54992,1312,3152
San Diego,2014,59822,1908,3446
San Diego,2015,52580,2168,3100
San Diego,2016,63782,3106,5726
San Diego,2017,52172,3102,5888
San Diego,2018,77182,4982,8816
