sector,fiscal_year,total_apprehensions,unaccompanied_child_apprehension,family_apprehensions
El Centro,2010,65124,896,NA
El Centro,2011,60382,914,NA
El Centro,2012,47832,996,NA
El Centro,2013,32612,868,730
El Centro,2014,29022,1324,1260
El Centro,2015,25640,1336,1350
El Centro,2016,38896,2758,3186
El Centro,2017,37266,3062,3596
El Centro,2018,58460,5430,7078
