sector,fiscal_year,deaths
Del_Rio,1998,28
Del_Rio,1999,30
Del_Rio,2000,48
Del_Rio,2001,41
Del_Rio,2002,29
Del_Rio,2003,23
Del_Rio,2004,21
Del_Rio,2005,28
Del_Rio,2006,34
Del_Rio,2007,20
Del_Rio,2008,22
Del_Rio,2009,29
Del_Rio,2010,23
Del_Rio,2011,18
Del_Rio,2012,29
Del_Rio,2013,18
Del_Rio,2014,17
Del_Rio,2015,12
Del_Rio,2016,14
Del_Rio,2017,18
Del_Rio,2018,24
