sector,fiscal_year,total_apprehensions,unaccompanied_child_apprehension,family_apprehensions
Grand Forks,2010,1086,28,NA
Grand Forks,2011,936,14,NA
Grand Forks,2012,836,4,NA
Grand Forks,2013,938,8,8
Grand Forks,2014,1534,8,28
Grand Forks,2015,1578,6,18
Grand Forks,2016,1010,10,6
Grand Forks,2017,992,8,20
Grand Forks,2018,922,6,14
