sector,fiscal_year,total_apprehensions,unaccompanied_child_apprehension,family_apprehensions
Havre,2010,290,3,NA
Havre,2011,270,3,NA
Havre,2012,102,0,NA
Havre,2013,88,0,2
Havre,2014,91,1,0
Havre,2015,64,0,0
Havre,2016,43,2,0
Havre,2017,39,3,2
Havre,2018,47,1,2
