sector,fiscal_year,number_of_agents,total_apprehensions,other_than_mexican_apprehensions,marijuana_pounds,cocaine_pounds,accepted_prosecutions,assaults,rescues,deaths,accompanied_juveniles,unaccompanied_juveniles,total_juveniles,total_adults,female_apprehensions,male_apprehensions
Coastal_border_total,2011,232,6552,4123,2001.29,989.06,273,7,NA,NA,43,42,85,6467,641,5909
Coastal_border_total,2012,224,3685,2577,661,5962.24,328,0,NA,NA,42,28,70,3615,416,3269
Coastal_border_total,2013,213,3162,2509,1262,709,312,0,NA,NA,30,44,74,3088,463,2699
Coastal_border_total,2014,215,3942,3200,1232,20,252,1,NA,NA,78,65,143,3799,718,3224
Coastal_border_total,2015,212,3158,2490,1154,6884,220,0,NA,NA,88,51,139,3019,464,2694
Coastal_border_total,2016,211,4663,3623,1232,1288,347,4,NA,NA,57,48,105,4558,576,4087
Coastal_border_total,2017,212,3588,2561,2277,3169,391,1,NA,NA,27,65,92,3496,376,3212
