sector,fiscal_year,number_of_agents,total_apprehensions,other_than_mexican_apprehensions,marijuana_pounds,cocaine_pounds,accepted_prosecutions,assaults,rescues,deaths,accompanied_juveniles,unaccompanied_juveniles,total_juveniles,total_adults,female_apprehensions,male_apprehensions
San Diego,2011,2669,42447,1166,68824.69,2504.17,1857,77,27,14,475,549,1024,41423,3015,39432
San Diego,2012,2623,28461,1154,48687,1347.18,1724,133,21,5,357,524,881,27580,2511,25950
San Diego,2013,2572,27496,1273,47822,828,1457,73,15,7,412,656,1068,26428,2591,24905
San Diego,2014,2546,29911,2040,17497,1697,1980,85,16,5,578,954,1532,28379,3101,26810
San Diego,2015,2430,26290,2021,8158,895,1907,60,105,6,610,1084,1694,24596,3085,23205
San Diego,2016,2325,31891,6511,9167,1317,2683,52,77,7,1559,1553,3112,28779,4388,27503
San Diego,2017,2199,26086,7060,10985,2903,3099,84,48,4,1639,1551,3190,22896,4117,21969
San Diego,2018,2202,38591,11509,8787,1821,6978,84,25,4,2407,2491,4898,7389,5586,33005
