sector,fiscal_year,deaths
San_Diego,1998,44
San_Diego,1999,25
San_Diego,2000,34
San_Diego,2001,21
San_Diego,2002,24
San_Diego,2003,29
San_Diego,2004,15
San_Diego,2005,23
San_Diego,2006,36
San_Diego,2007,15
San_Diego,2008,32
San_Diego,2009,15
San_Diego,2010,8
San_Diego,2011,15
San_Diego,2012,5
San_Diego,2013,7
San_Diego,2014,5
San_Diego,2015,6
San_Diego,2016,7
San_Diego,2017,4
San_Diego,2018,4
