sector,fiscal_year,number_of_agents,total_apprehensions,other_than_mexican_apprehensions,marijuana_pounds,cocaine_pounds,accepted_prosecutions,assaults,rescues,deaths,accompanied_juveniles,unaccompanied_juveniles,total_juveniles,total_adults,female_apprehensions,male_apprehensions
Buffalo,2011,311,2114,1176,1426.25,9.36,171,0,NA,NA,24,25,49,2065,368,1746
Buffalo,2012,311,1143,536,135,0.43,106,0,NA,NA,8,18,26,1117,154,989
Buffalo,2013,297,796,426,11,0,91,0,NA,NA,8,5,13,783,114,682
Buffalo,2014,288,741,447,122,0,47,1,NA,NA,4,7,11,730,116,625
Buffalo,2015,283,291,154,2,0,32,0,NA,NA,1,2,3,288,52,239
Buffalo,2016,285,226,144,1,0,17,0,NA,NA,2,0,2,224,35,191
Buffalo,2017,277,447,293,228,2,37,2,NA,NA,3,3,6,441,69,378
Buffalo,2018,286,384,244,0,0,36,2,NA,NA,3,5,8,376,76,308
