sector,fiscal_year,number_of_agents,total_apprehensions,other_than_mexican_apprehensions,marijuana_pounds,cocaine_pounds,accepted_prosecutions,assaults,rescues,deaths,accompanied_juveniles,unaccompanied_juveniles,total_juveniles,total_adults,female_apprehensions,male_apprehensions
new_orleans,2017,63,920,528,21,6,10,0,NA,NA,1,22,23,897,92,828
new_orleans,2016,67,764,376,2,0,3,0,NA,NA,11,25,36,728,89,675
new_orleans,2015,66,849,455,57,3,10,0,NA,NA,19,26,45,804,93,756
new_orleans,2014,62,950,485,9,10,6,0,NA,NA,13,21,34,916,108,842
new_orleans,2013,62,500,238,130,5,10,0,NA,NA,2,11,13,487,44,456
new_orleans,2012,72,474,197,9,5.15,6,0,NA,NA,7,5,12,462,24,450
new_orleans,2011,70,1509,612,214.24,20.43,10,3,NA,NA,5,14,19,1490,65,1444
