sector,fiscal_year,number_of_agents,total_apprehensions,other_than_mexican_apprehensions,marijuana_pounds,cocaine_pounds,accepted_prosecutions,assaults,rescues,deaths,accompanied_juveniles,unaccompanied_juveniles,total_juveniles,total_adults,female_apprehensions,male_apprehensions
El Paso,2011,2738,10345,712,43667.19,115.56,6906,37,20,6,232,697,929,9416,1369,8976
El Paso,2012,2718,9678,763,39933,205.9,7086,17,20,1,183,659,842,8836,1197,8481
El Paso,2013,2631,11154,1062,66940,215,8503,24,37,2,196,744,940,10214,1367,9787
El Paso,2014,2522,12339,2435,44010,156,6103,19,3,0,372,1029,1401,10938,1724,10615
El Paso,2015,2364,14495,3818,60030,175,6125,27,31,2,715,1662,2377,12118,2242,12253
El Paso,2016,2240,25634,11974,67532,157,6900,34,13,1,3022,3885,6907,18727,5772,19862
El Paso,2017,2182,25193,15337,34189,140,6996,54,44,8,4642,3926,8568,16625,7364,17829
El Paso,2018,2171,31561,22159,15156,324,13048,54,14,4,6564,5461,12025,17486,9931,21630
El Paso,2019,2160,182143,166960,11147,138,15155,36,40,20,67922,16159,84081,98062,73192,108951
