sector,fiscal_year,number_of_agents,total_apprehensions,other_than_mexican_apprehensions,marijuana_pounds,cocaine_pounds,accepted_prosecutions,assaults,rescues,deaths,accompanied_juveniles,unaccompanied_juveniles,total_juveniles,total_adults,female_apprehensions,male_apprehensions
Houlton,2011,213,41,36,171.1,0,0,0,NA,NA,2,0,2,39,10,31
Houlton,2012,200,41,33,131,0.01,3,0,NA,NA,0,1,1,40,8,33
Houlton,2013,202,37,36,15,0,2,0,NA,NA,0,0,0,37,4,33
Houlton,2014,193,45,40,13,0,0,4,NA,NA,0,0,0,45,10,35
Houlton,2015,193,32,31,20,0,1,0,NA,NA,1,1,2,30,14,18
Houlton,2016,184,25,18,137,0,8,2,NA,NA,0,0,0,25,5,20
Houlton,2017,173,30,30,17,0,2,0,NA,NA,1,8,9,21,17,13
