sector,fiscal_year,number_of_agents,total_apprehensions,other_than_mexican_apprehensions,marijuana_pounds,cocaine_pounds,accepted_prosecutions,assaults,rescues,deaths,accompanied_juveniles,unaccompanied_juveniles,total_juveniles,total_adults,female_apprehensions,male_apprehensions
Del Rio,2011,1626,16144,4447,75325.24,442.89,9433,9,12,18,179,1113,1292,14852,1348,14796
Del Rio,2012,1655,21720,9316,63485,50.39,14642,14,7,29,245,1618,1863,19857,2038,19682
Del Rio,2013,1598,23510,9505,34924,38,18477,7,11,18,471,2135,2606,20904,3305,20205
Del Rio,2014,1537,24255,14059,21930,24,13407,12,17,17,2902,3268,6170,18085,6552,17703
Del Rio,2015,1536,19013,8139,15718,69,10948,3,8,12,1188,2285,3473,15540,3804,15209
Del Rio,2016,1439,23078,10125,10128,0,13987,13,18,14,1971,2689,4660,18418,4617,18461
Del Rio,2017,1391,13476,6156,9482,62,8022,12,99,18,1348,1349,2697,10779,2622,10854
Del Rio,2018,1366,15833,8359,1870,80,10925,12,71,24,1557,1297,2854,4151,2886,12947
