sector,fiscal_year,number_of_agents,total_apprehensions,other_than_mexican_apprehensions,marijuana_pounds,cocaine_pounds,accepted_prosecutions,assaults,rescues,deaths,accompanied_juveniles,unaccompanied_juveniles,total_juveniles,total_adults,female_apprehensions,male_apprehensions
detroit,2017,408,1070,322,124,0,85,1,NA,NA,5,11,16,1054,78,992
detroit,2016,411,716,212,41,1,49,1,NA,NA,2,3,5,711,62,654
detroit,2015,411,637,210,13,2,42,1,NA,NA,2,4,6,631,73,564
detroit,2014,406,647,216,7,1,36,1,NA,NA,3,1,4,643,65,582
detroit,2013,410,650,171,82,0,53,2,NA,NA,1,6,7,643,55,595
detroit,2012,413,950,277,55,1.24,106,1,NA,NA,8,10,18,932,83,867
detroit,2011,409,1531,500,130.89,9.71,119,1,NA,NA,7,21,28,1503,162,1369
