sector,fiscal_year,number_of_agents,total_apprehensions,other_than_mexican_apprehensions,marijuana_pounds,cocaine_pounds,accepted_prosecutions,assaults,rescues,deaths,accompanied_juveniles,unaccompanied_juveniles,total_juveniles,total_adults,female_apprehensions,male_apprehensions
swanton,2017,292,449,359,531,1,103,6,NA,NA,18,10,28,421,106,343
swanton,2016,294,291,268,450,1,127,1,NA,NA,16,4,20,271,76,215
swanton,2015,297,341,298,502,3,108,0,NA,NA,11,2,13,328,97,244
swanton,2014,299,506,431,617,1,152,0,NA,NA,34,7,41,465,143,363
swanton,2013,304,531,451,332,1,147,3,NA,NA,32,4,36,495,152,379
swanton,2012,306,702,580,1202,0.25,157,0,NA,NA,32,5,37,665,185,517
swanton,2011,302,815,653,7415.29,28.16,142,0,NA,NA,20,9,29,786,155,660
