sector,fiscal_year,total_apprehensions,unaccompanied_child_apprehension,family_apprehensions
Big Bend,2010,10576,394,NA
Big Bend,2011,8072,378,NA
Big Bend,2012,7928,336,NA
Big Bend,2013,7368,250,204
Big Bend,2014,8192,512,352
Big Bend,2015,10062,1678,1614
Big Bend,2016,12732,1902,2102
Big Bend,2017,12004,1622,1882
Big Bend,2018,16090,1978,1482
