sector,fiscal_year,number_of_agents
Miami,1992,58
Miami,1993,58
Miami,1994,55
Miami,1995,51
Miami,1996,52
Miami,1997,48
Miami,1998,56
Miami,1999,53
Miami,2000,56
Miami,2001,58
Miami,2002,61
Miami,2003,65
Miami,2004,80
Miami,2005,78
Miami,2006,81
Miami,2007,81
Miami,2008,86
Miami,2009,91
Miami,2010,96
Miami,2011,94
Miami,2012,92
Miami,2013,92
Miami,2014,95
Miami,2015,105
Miami,2016,105
Miami,2017,111
Miami,2018,125
Miami,2019,127
