sector,fiscal_year,deaths
El_Centro,1998,90
El_Centro,1999,56
El_Centro,2000,72
El_Centro,2001,96
El_Centro,2002,64
El_Centro,2003,61
El_Centro,2004,36
El_Centro,2005,30
El_Centro,2006,21
El_Centro,2007,12
El_Centro,2008,20
El_Centro,2009,27
El_Centro,2010,14
El_Centro,2011,5
El_Centro,2012,11
El_Centro,2013,3
El_Centro,2014,6
El_Centro,2015,4
El_Centro,2016,9
El_Centro,2017,2
El_Centro,2018,17
