sector,fiscal_year,number_of_agents,total_apprehensions,other_than_mexican_apprehensions,marijuana_pounds,cocaine_pounds,accepted_prosecutions,assaults,rescues,deaths,accompanied_juveniles,unaccompanied_juveniles,total_juveniles,total_adults,female_apprehensions,male_apprehensions
laredo,2017,1666,25460,7891,69535,757,6119,31,1054,83,477,2033,2510,22950,3651,21809
laredo,2016,1670,36562,11225,73261,663,12001,28,982,68,860,2953,3813,32749,5680,30882
laredo,2015,1670,35888,10122,92769,760,14903,34,491,47,806,2459,3265,32623,5700,30188
laredo,2014,1785,44049,17509,123383,598,13979,26,456,49,2096,3800,5896,38153,8846,35203
laredo,2013,1804,50749,17977,194317,737,15335,59,693,56,983,3795,4778,45971,8183,42566
laredo,2012,1879,44872,13130,148603,418.63,11757,43,290,90,1037,2658,3695,41177,6685,38187
laredo,2011,1871,36053,6922,132442.8,509.79,9678,26,203,65,1053,1608,2661,33392,5798,30255
