sector,fiscal_year,deaths
El_Paso,1998,24
El_Paso,1999,15
El_Paso,2000,26
El_Paso,2001,10
El_Paso,2002,8
El_Paso,2003,10
El_Paso,2004,18
El_Paso,2005,28
El_Paso,2006,33
El_Paso,2007,25
El_Paso,2008,8
El_Paso,2009,5
El_Paso,2010,4
El_Paso,2011,6
El_Paso,2012,1
El_Paso,2013,2
El_Paso,2014,1
El_Paso,2015,2
El_Paso,2016,6
El_Paso,2017,8
El_Paso,2018,4
