agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_theft_under50_dollar,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_theft_under50_dollar,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_theft_under50_dollar,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Red Lion Pd,2000,Pennsylvania,6149,PA06708,0,0,2,0,0,1,1,0,2,0,0,0,2,11,1,0,1,9,0,12,4,8,0,97,11,8,0,3,134,0,11,14,120,134,0,0,2,2,0,1,0,0,0,1,10,0,0,1,9,0,6,0,6,0,22,6,5,0,1,47,0,10,13,34,47,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1,0,2,0,2,0,5,0,0,0,0,10,0,2,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Lion Pd,1999,Pennsylvania,6029,PA06708,0,0,0,0,0,1,1,0,1,0,0,1,0,22,0,4,1,16,1,4,2,2,0,104,3,2,0,1,135,0,21,23,111,134,0,0,0,0,0,0,0,0,0,0,23,0,3,1,18,1,1,0,1,0,33,0,0,0,0,57,0,22,22,34,56,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,16,0,0,0,0,18,0,2,2,16,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,4,0,0,1,3,4
Red Lion Pd,1998,Pennsylvania,8114,PA06708,0,0,0,0,0,1,0,1,0,0,0,0,0,16,1,0,3,9,3,18,10,7,1,176,11,6,1,4,222,0,13,14,205,219,0,0,0,0,0,0,0,0,0,0,18,1,0,2,11,4,3,0,3,0,19,5,4,1,0,45,0,14,14,27,41,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,8,3,3,0,0,14,0,1,1,11,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,4,0,0,6,0,1,1,5,6
Red Lion Pd,1997,Pennsylvania,7799,PA06708,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0,1,2,10,6,7,2,5,0,144,10,9,0,1,180,0,13,13,161,174,0,0,0,0,0,0,0,0,0,0,20,0,1,2,9,8,3,0,3,0,26,3,3,0,0,52,0,12,12,32,44,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,0,15,0,0,0,0,18,0,1,1,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,5
Red Lion Pd,1996,Pennsylvania,,PA06708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Lion Pd,1995,Pennsylvania,7834,PA06708,0,0,2,0,0,0,0,0,1,0,0,0,1,17,0,2,2,10,3,21,8,11,2,140,9,5,3,1,188,0,14,15,170,185,0,0,0,0,0,1,0,0,0,1,16,0,0,1,11,4,1,1,0,0,23,6,3,3,0,47,0,12,13,30,43,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,6,0,0,0,0,9,0,2,3,6,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,10,0,0,0,0,12,0,2,2,10,12
Red Lion Pd,1994,Pennsylvania,6857,PA06708,0,0,3,0,0,2,2,0,0,0,0,0,0,26,0,0,1,18,7,15,10,4,1,104,11,8,0,3,158,0,19,21,130,151,0,0,1,1,0,0,0,0,0,0,26,0,0,1,16,9,7,5,2,0,11,7,6,0,1,52,0,17,18,25,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,1,0,6,6,6,0,0,19,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,5,2,2,0,0,10,0,2,2,8,10
Red Lion Pd,1993,Pennsylvania,6855,PA06708,0,0,1,0,0,5,4,1,2,0,1,0,1,21,1,0,0,15,5,14,8,5,1,124,10,6,4,0,176,0,16,23,148,171,0,0,4,4,0,0,0,0,0,0,20,1,0,0,13,6,5,4,1,0,17,6,4,2,0,52,0,14,18,28,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,1,0,6,0,0,0,0,10,0,1,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,0,9,0,0,0,9,9
Red Lion Pd,1992,Pennsylvania,6194,PA06708,0,0,3,0,0,0,0,0,0,0,0,0,0,24,0,1,3,19,1,18,7,8,3,131,11,7,0,4,184,0,23,23,160,183,0,0,0,0,0,0,0,0,0,0,19,0,0,2,14,3,3,1,2,0,16,3,3,0,0,41,0,16,16,22,38,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,3,1,2,0,11,0,0,0,0,16,0,2,2,14,16,0,0,2,0,2,0,0,0,0,0,6,0,0,0,5,1,5,1,2,2,7,2,2,0,0,22,0,5,7,14,21
Red Lion Pd,1991,Pennsylvania,6170,PA06708,0,0,0,0,0,1,1,0,2,0,1,0,1,19,1,0,1,13,4,24,10,9,5,128,7,5,2,0,181,0,15,18,159,177,0,0,0,0,0,2,0,1,0,1,11,1,0,1,6,3,16,7,6,3,13,3,2,1,0,45,0,8,10,32,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,2,0,0,0,0,5,0,1,1,4,5
