agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Union City Police,2023,New Jersey,64257,NJ00910,0,0,0,1,0,7,7,0,38,6,6,2,24,677,1,14,141,0,521,67,35,17,15,954,62,51,2,9,1806,0,156,202,1083,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union City Police,2022,New Jersey,63312,NJ00910,0,0,0,1,0,0,0,0,51,6,13,1,31,737,0,3,157,0,577,69,31,25,13,950,82,68,4,10,1890,0,160,212,1101,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union City Police,2021,New Jersey,70023,NJ00910,0,0,0,0,0,3,3,0,41,6,6,0,29,636,0,7,130,2,497,66,31,20,15,741,59,48,0,11,1546,0,139,183,866,1049,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Union City Police,2020,New Jersey,68055,NJ00910,0,0,15,0,0,10,10,0,42,1,4,4,33,567,1,18,132,0,416,98,53,24,21,1017,70,67,1,2,1804,0,151,203,1185,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union City Police,2019,New Jersey,68459,NJ00910,0,0,16,0,0,12,12,0,52,4,3,2,43,592,1,12,116,0,463,101,57,32,12,891,88,82,1,5,1736,0,129,193,1080,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union City Police,2018,New Jersey,69950,NJ00910,0,0,3,2,0,0,0,0,76,5,7,4,60,658,1,30,124,0,503,95,43,30,22,894,89,82,4,3,1814,0,155,233,1078,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union City Police,2017,New Jersey,70053,NJ00910,0,0,0,1,1,1,1,0,58,4,7,5,42,723,3,22,79,0,619,114,76,19,19,1028,93,84,4,5,2019,0,104,164,1235,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union City Police,2016,New Jersey,69345,NJ00910,0,0,0,1,0,1,1,0,71,8,7,3,53,746,2,36,97,3,608,116,68,22,26,914,104,84,11,9,1953,0,138,211,1134,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union City Police,2015,New Jersey,69077,NJ00910,0,0,0,0,0,0,0,0,60,8,5,5,42,773,5,30,71,0,667,137,74,35,28,913,109,101,0,8,1992,0,106,166,1159,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union City Police,2014,New Jersey,68787,NJ00910,0,0,0,0,0,1,1,0,98,13,11,10,64,742,8,43,89,0,602,189,108,55,26,891,106,95,3,8,2027,0,140,239,1186,1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
