agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Vista Police,2023,California,97457,CA03713,0,0,0,5,0,13,13,0,59,4,8,7,40,987,32,54,76,124,701,216,136,74,6,686,269,241,0,28,2235,0,286,363,1171,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vista Police,2022,California,98802,CA03713,0,0,0,1,0,15,14,1,80,8,10,19,43,1117,27,58,99,96,837,290,166,113,11,853,313,257,1,55,2669,0,280,376,1456,1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vista Police,2021,California,101397,CA03713,0,0,0,1,0,20,20,0,83,11,13,13,46,1071,27,69,65,95,815,231,126,98,7,760,275,239,1,35,2441,0,256,360,1266,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vista Police,2020,California,102600,CA03713,0,0,54,2,0,29,28,1,76,11,13,10,42,1078,35,62,65,76,840,193,112,74,7,740,270,214,43,13,2388,0,238,345,1203,1548,0,0,4,4,0,0,0,0,0,0,7,0,0,3,0,4,0,0,0,0,7,15,13,0,2,33,0,3,7,22,29
Vista Police,2019,California,102227,CA03713,0,0,81,2,0,38,38,0,93,9,13,14,57,1150,26,51,66,78,929,251,170,75,6,945,242,190,33,19,2721,0,221,354,1438,1792,0,0,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,0,9,12,9,2,1,25,0,1,2,21,23
Vista Police,2018,California,102742,CA03713,0,0,60,5,0,32,29,3,104,6,9,18,71,1093,22,41,56,70,904,266,142,110,14,926,305,237,50,18,2731,0,189,330,1497,1827,0,0,1,1,0,1,0,0,0,1,8,0,0,1,0,7,3,2,1,0,8,10,8,2,0,31,0,1,3,21,24
Vista Police,2017,California,103004,CA03713,0,0,31,4,0,38,34,4,104,19,13,15,57,981,28,58,72,66,757,310,159,125,26,889,295,226,37,32,2621,0,224,370,1494,1864,1,0,1,1,0,2,1,0,0,1,10,0,2,1,0,7,3,1,2,0,9,7,5,2,0,33,0,3,7,19,26
Vista Police,2016,California,102307,CA03713,0,0,39,2,0,41,36,5,99,21,10,13,55,1221,21,51,83,75,991,351,212,122,17,989,275,214,27,34,2978,0,230,372,1615,1987,1,0,0,0,0,1,0,0,0,1,11,0,1,0,0,10,2,0,2,0,10,4,4,0,0,29,0,1,3,16,19
Vista Police,2015,California,99097,CA03713,0,0,39,2,0,37,31,6,95,13,7,24,51,1267,22,53,80,54,1058,344,178,148,18,1328,317,230,35,52,3390,0,209,343,1989,2332,0,0,3,3,0,1,0,0,0,1,16,0,0,2,3,11,1,0,1,0,10,2,2,0,0,33,0,5,9,13,22
Vista Police,2014,California,97651,CA03713,0,0,24,2,0,31,28,3,101,14,15,17,55,1052,17,61,92,36,846,292,145,133,14,1114,280,258,3,19,2872,0,206,340,1686,2026,1,0,5,5,0,1,0,1,0,0,16,0,0,7,0,9,0,0,0,0,15,2,2,0,0,40,0,7,14,17,31
Vista Police,2013,California,96712,CA03713,0,0,30,1,0,28,23,5,140,26,12,21,81,886,33,52,140,51,610,390,216,157,17,1326,329,296,3,30,3100,0,276,445,2045,2490,1,0,2,2,0,0,0,0,0,0,10,0,0,2,2,6,3,0,2,1,6,2,2,0,0,24,0,4,7,11,18
Vista Police,2012,California,96087,CA03713,0,0,33,1,0,25,23,2,144,30,28,20,66,921,37,46,148,64,626,438,213,200,25,1118,329,295,2,32,2976,0,295,465,1885,2350,0,0,4,3,1,0,0,0,0,0,16,1,0,7,2,6,3,1,2,0,10,4,4,0,0,37,0,10,14,17,31
Vista Police,2011,California,94937,CA03713,0,0,27,0,0,32,23,9,121,23,17,13,68,875,17,36,106,75,641,469,249,182,38,1213,343,320,0,23,3053,0,234,387,2025,2412,0,0,3,3,0,0,0,0,0,0,9,0,1,3,0,5,1,0,1,0,7,5,5,0,0,25,0,4,7,13,20
Vista Police,2010,California,93834,CA03713,0,0,36,5,0,21,18,3,112,20,15,17,60,957,36,53,124,54,690,463,248,191,24,1260,387,321,4,62,3205,0,267,405,2110,2515,0,0,4,4,0,1,0,0,0,1,6,0,0,0,0,6,2,0,2,0,11,3,3,0,0,27,0,0,5,16,21
Vista Police,2009,California,91252,CA03713,0,0,28,0,0,29,27,2,145,25,14,18,88,1190,30,63,136,87,874,519,238,201,80,1341,378,301,23,54,3602,0,316,490,2238,2728,0,0,1,1,0,4,0,0,0,4,17,0,1,2,2,12,1,0,1,0,5,8,6,1,1,36,0,5,10,14,24
Vista Police,2008,California,90919,CA03713,0,0,24,1,0,37,34,3,154,34,20,8,92,1246,37,48,129,107,925,757,276,311,170,1320,451,377,47,27,3966,0,321,513,2528,3041,0,0,1,1,0,1,0,0,1,0,12,0,0,0,4,8,8,0,6,2,8,12,11,0,1,42,0,4,6,28,34
Vista Police,2007,California,89851,CA03713,0,0,15,4,0,25,22,3,170,58,19,15,78,1077,32,46,115,134,750,594,190,286,118,1038,517,396,69,52,3425,0,327,526,2149,2675,1,0,1,1,0,0,0,0,0,0,4,2,0,0,1,1,3,1,2,0,5,6,6,0,0,20,0,3,5,14,19
Vista Police,2006,California,91216,CA03713,0,0,19,1,0,34,32,2,152,41,24,15,72,963,17,49,110,83,704,729,284,350,95,1522,587,438,90,59,3988,0,259,446,2838,3284,2,0,4,4,0,0,0,0,0,0,6,0,0,0,0,6,4,0,3,1,4,10,9,1,0,30,0,0,6,18,24
Vista Police,2005,California,92193,CA03713,0,0,41,4,0,21,18,3,190,42,34,17,97,1056,41,37,152,85,741,771,273,397,101,1621,579,455,88,36,4242,0,315,530,2971,3501,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,3,2,1,1,0,4,20,16,3,1,32,0,3,3,26,29
Vista Police,2004,California,92872,CA03713,0,0,32,3,0,28,24,4,162,34,21,16,91,973,27,60,110,75,701,741,294,365,82,1636,519,379,111,29,4062,0,272,465,2896,3361,1,0,5,5,0,2,1,1,0,0,25,0,2,6,0,17,7,1,4,2,14,67,50,17,0,121,0,8,16,88,104
Vista Police,2003,California,92526,CA03713,0,0,16,2,0,30,21,9,122,25,21,19,57,884,39,46,89,53,657,835,386,346,103,1293,474,349,105,20,3640,0,227,381,2602,2983,0,0,0,0,0,1,0,0,0,1,9,0,0,2,1,6,2,1,1,0,6,14,11,3,0,32,0,3,4,22,26
Vista Police,2002,California,93158,CA03713,0,0,25,4,0,23,15,8,112,27,20,12,53,983,32,45,139,41,726,786,316,373,97,1590,412,323,73,16,3910,0,257,396,2788,3184,0,0,1,1,0,2,1,0,0,1,5,0,0,0,2,3,3,0,2,1,5,25,20,5,0,41,0,2,5,33,38
Vista Police,2001,California,91527,CA03713,0,0,0,3,0,19,13,6,155,49,30,9,67,902,30,34,132,46,660,541,193,270,78,1226,366,281,75,10,3212,0,242,419,2133,2552,0,0,1,0,1,0,0,0,0,0,15,7,0,1,1,6,1,1,0,0,6,31,28,3,0,54,0,9,10,38,48
