agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Maxton Police Department,2023,North Carolina,2103,NC07802,0,0,0,1,0,0,0,0,3,3,0,0,0,12,2,1,2,0,7,23,15,8,0,36,5,4,0,1,80,0,5,9,64,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxton Police Department,2022,North Carolina,2110,NC07802,0,0,0,3,0,2,2,0,1,1,0,0,0,15,2,1,4,5,3,20,13,7,0,59,12,8,1,3,112,0,12,18,91,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxton Police Department,2021,North Carolina,2321,NC07802,0,0,0,9,0,0,0,0,3,0,0,0,3,12,1,0,0,0,11,23,14,9,0,70,12,8,1,3,129,0,1,13,105,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxton Police Department,2020,North Carolina,2335,NC07802,0,0,0,0,0,0,0,0,8,4,1,0,3,24,0,0,0,0,24,26,18,7,1,52,7,7,0,0,117,0,0,8,85,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxton Police Department,2019,North Carolina,,NC07802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxton Police Department,2018,North Carolina,,NC07802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxton Police Department,2017,North Carolina,2434,NC07802,0,0,0,1,0,2,2,0,8,3,0,0,5,17,0,0,0,2,15,96,81,0,15,65,7,7,0,0,196,0,2,13,168,181,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,1,1,1,0,0,6,0,0,0,2,2
Maxton Police Department,2016,North Carolina,2454,NC07802,0,0,0,0,0,1,1,0,5,3,1,1,0,16,0,1,0,0,15,68,65,0,3,71,4,4,0,0,165,0,1,7,143,150,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,2,0,0,5,0,0,0,4,4
Maxton Police Department,2015,North Carolina,2460,NC07802,0,0,0,4,0,1,1,0,11,7,0,2,2,25,2,0,0,0,23,70,62,0,8,62,2,2,0,0,175,0,2,18,134,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,3,0,0,0,3,3
Maxton Police Department,2014,North Carolina,,NC07802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxton Police Department,2013,North Carolina,,NC07802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxton Police Department,2012,North Carolina,2472,NC07802,0,0,0,0,0,2,1,1,10,5,0,0,5,39,0,2,2,1,34,84,79,1,4,49,5,5,0,0,189,0,5,17,138,155,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,4,0,0,2,0,0,0,0,9,0,0,0,6,6
Maxton Police Department,2011,North Carolina,2457,NC07802,0,0,2,0,0,1,1,0,5,3,0,0,2,56,3,3,3,2,45,69,63,1,5,87,3,2,1,0,221,0,11,17,159,176,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,2,0,1,2,0,0,0,0,10,0,0,0,5,5
Maxton Police Department,2010,North Carolina,2426,NC07802,0,0,1,1,0,0,0,0,10,5,1,1,3,41,1,0,2,7,31,54,49,3,2,51,7,6,1,0,164,0,10,21,112,133,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,2,1,3
Maxton Police Department,2009,North Carolina,2699,NC07802,0,0,0,1,0,0,0,0,23,6,0,0,17,44,7,9,5,11,12,79,65,9,5,70,4,3,1,0,221,0,32,56,153,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxton Police Department,2008,North Carolina,,NC07802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxton Police Department,2007,North Carolina,,NC07802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxton Police Department,2006,North Carolina,,NC07802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxton Police Department,2005,North Carolina,,NC07802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxton Police Department,2004,North Carolina,2560,NC07802,0,0,1,0,0,0,0,0,9,6,0,1,2,34,5,2,4,4,19,84,66,14,4,95,4,4,0,0,226,0,15,24,183,207,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,2,0,3,0,0,0,0,7,0,1,1,6,7
Maxton Police Department,2003,North Carolina,2552,NC07802,0,0,0,2,0,0,0,0,10,5,1,1,3,30,0,3,2,7,18,97,81,9,7,97,7,6,1,0,243,0,12,24,201,225,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,3,3,2,1,0,8,0,0,0,0,17,0,3,3,11,14
Maxton Police Department,2002,North Carolina,,NC07802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxton Police Department,2001,North Carolina,2594,NC07802,0,0,1,0,0,1,1,0,9,6,1,1,1,63,1,5,6,22,29,98,91,4,3,120,9,9,0,0,300,0,34,44,227,271,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,6,5,0,1,10,0,0,0,0,19,0,1,1,16,17
Maxton Police Department,2000,North Carolina,2551,NC07802,0,0,0,0,0,0,0,0,8,5,0,1,2,33,2,3,3,1,24,44,35,6,3,115,10,10,0,0,210,0,9,17,169,186,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,4,2,2,0,0,16,0,0,0,0,23,0,1,1,18,19
Maxton Police Department,1999,North Carolina,2558,NC07802,0,0,2,0,0,0,0,0,5,2,0,1,2,93,5,2,4,6,76,60,46,11,3,105,9,8,0,1,272,0,17,22,174,196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,1,1,0,0,10,0,0,0,9,9
