agency,year,state,population,ORI,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_strong_arm,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_strong_arm,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_strong_arm,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_strong_arm,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
New Iberia Pd,2003,Louisiana,32605,LA02303,1,1,4,4,0,43,14,3,5,21,978,44,60,53,45,776,237,187,47,3,1306,86,53,23,10,2656,202,1,1,2,2,0,15,6,2,1,6,816,33,48,42,28,665,31,22,8,1,292,25,16,6,3,1183,151,0,0,0,0,0,3,2,0,0,1,142,3,6,8,3,122,6,5,1,0,106,5,4,0,1,262,20,0,0,8,7,1,7,3,0,1,3,107,11,7,5,2,82,23,17,6,0,81,10,9,1,0,236,25
New Iberia Pd,2002,Louisiana,32723,LA02303,0,0,6,3,3,47,13,7,5,22,1016,46,62,65,50,793,308,208,76,24,1488,106,78,20,8,2971,223,0,0,4,2,2,13,3,3,0,7,829,29,54,54,35,657,56,37,19,0,300,15,13,1,1,1217,172,0,0,1,1,0,3,1,1,0,1,132,4,7,6,3,112,11,5,6,0,81,3,2,0,1,231,20,1,0,13,11,2,4,1,0,0,3,106,14,10,13,1,68,21,10,9,2,51,8,5,3,0,204,38
New Iberia Pd,2001,Louisiana,32597,LA02303,3,0,5,5,0,36,19,4,0,13,856,31,52,54,78,641,384,209,134,41,1369,167,137,22,8,2820,215,2,0,4,4,0,9,3,1,0,5,766,25,46,45,65,585,82,44,30,8,297,61,47,12,2,1221,181,0,0,0,0,0,2,0,0,0,2,117,3,9,7,18,80,15,7,7,1,91,10,9,0,1,235,37,0,0,8,7,1,7,3,0,0,4,64,10,7,10,3,34,37,9,16,12,27,12,12,0,0,155,30
New Iberia Pd,2000,Louisiana,32623,LA02303,1,0,10,10,0,29,12,6,0,11,348,15,9,13,1,310,173,147,17,9,627,82,73,9,0,1270,38,1,0,8,8,0,17,10,3,0,4,346,14,9,13,0,310,44,35,8,1,244,57,53,4,0,717,36,1,0,1,1,0,1,0,0,0,1,68,2,2,4,0,60,12,9,3,0,77,7,7,0,0,167,8,0,0,14,13,1,6,3,2,0,1,7,1,1,0,0,5,5,5,0,0,9,10,8,2,0,51,2
New Iberia Pd,1999,Louisiana,32687,LA02303,2,0,7,0,0,24,0,0,0,0,306,0,0,0,0,253,204,0,0,0,460,80,0,2,0,1083,53,1,0,4,0,0,5,0,0,0,0,304,0,0,0,0,253,76,0,0,0,265,22,0,0,0,677,51,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,58,28,0,0,0,107,5,0,0,0,208,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
New Iberia Pd,1998,Louisiana,32898,LA02303,1,0,4,4,0,26,14,2,0,10,280,12,15,8,2,243,233,233,0,0,462,62,49,13,0,1068,37,1,0,1,1,0,5,4,0,0,1,280,12,15,7,3,243,70,70,0,0,233,20,17,3,0,610,37,0,0,0,0,0,0,0,0,0,0,70,3,7,0,1,59,17,17,0,0,83,7,5,2,0,177,11,0,0,12,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
New Iberia Pd,1997,Louisiana,33945,LA02303,6,0,8,8,0,37,20,3,1,13,364,32,16,8,5,303,333,333,0,0,700,90,75,14,1,1538,61,5,0,5,5,0,19,10,1,1,7,363,32,16,7,5,303,87,87,0,0,385,19,18,0,1,883,60,1,0,3,3,0,6,1,1,0,4,86,10,6,2,2,66,38,38,0,0,181,5,4,0,1,320,20,0,0,8,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
New Iberia Pd,1996,Louisiana,33938,LA02303,2,0,9,9,0,31,12,5,1,13,358,23,13,8,1,313,360,360,0,0,836,70,54,12,4,1666,45,2,0,4,4,0,17,5,5,1,6,355,22,13,8,1,311,86,86,0,0,335,19,19,0,0,818,44,1,0,2,2,0,5,2,1,1,1,86,8,2,3,0,73,38,38,0,0,130,7,7,0,0,269,13,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
New Iberia Pd,1995,Louisiana,33868,LA02303,2,0,2,2,0,28,9,1,0,18,408,18,21,3,5,361,430,428,2,0,813,61,52,9,0,1744,47,2,0,2,2,0,22,9,1,0,12,376,18,19,3,4,332,68,68,0,0,284,12,12,0,0,766,44,0,0,0,0,0,8,3,0,0,5,66,7,5,1,1,52,40,40,0,0,99,6,6,0,0,219,14,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,7,0
New Iberia Pd,1994,Louisiana,32841,LA02303,4,0,11,11,0,44,23,4,2,15,405,28,27,9,4,337,288,262,23,3,780,116,82,31,3,1648,68,4,0,4,4,0,17,11,2,0,4,320,23,15,11,4,267,65,62,3,0,215,23,16,7,0,648,53,0,0,1,1,0,10,6,1,0,3,113,3,3,2,1,104,33,33,0,0,145,9,7,2,0,311,9,0,0,1,1,0,1,1,0,0,0,2,1,0,1,0,0,10,3,2,5,2,3,3,0,0,19,2
