agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Page County Sheriff's Office,2023,Iowa,4904,IA07300,0,0,0,0,0,1,1,0,0,0,0,0,0,18,2,0,0,4,12,7,1,6,0,24,3,3,0,0,53,0,6,7,34,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2022,Iowa,4867,IA07300,0,0,0,0,0,0,0,0,1,1,0,0,0,17,0,0,1,4,12,9,2,7,0,13,3,3,0,0,43,0,5,6,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2021,Iowa,4974,IA07300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2020,Iowa,4868,IA07300,0,0,0,0,0,1,1,0,0,0,0,0,0,15,1,0,1,2,11,4,2,2,0,7,3,3,0,0,30,0,4,5,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2019,Iowa,4880,IA07300,0,0,0,0,0,1,1,0,0,0,0,0,0,11,0,0,1,1,9,9,4,5,0,11,6,5,1,0,38,0,2,3,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2018,Iowa,4928,IA07300,0,0,0,0,0,2,2,0,0,0,0,0,0,18,1,0,1,6,10,9,5,4,0,8,4,4,0,0,41,0,8,10,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2017,Iowa,4985,IA07300,0,0,2,0,0,2,2,0,0,0,0,0,0,17,1,1,3,1,11,16,8,8,0,17,9,8,1,0,61,0,6,8,42,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2016,Iowa,5040,IA07300,0,0,0,0,0,2,2,0,0,0,0,0,0,11,0,0,1,2,8,22,11,11,0,11,7,7,0,0,53,0,3,5,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2015,Iowa,5084,IA07300,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,1,7,10,12,2,10,0,24,1,1,0,0,56,0,9,9,37,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2014,Iowa,,IA07300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Page County Sheriff's Office,2013,Iowa,5144,IA07300,0,0,0,0,0,1,1,0,0,0,0,0,0,14,0,2,0,5,7,21,1,17,3,17,9,8,1,0,62,0,7,8,47,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2012,Iowa,5250,IA07300,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,11,8,18,2,16,0,34,1,1,0,0,74,0,13,13,53,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2011,Iowa,5237,IA07300,0,0,0,1,0,0,0,0,0,0,0,0,0,15,1,0,0,3,11,9,1,8,0,24,3,2,0,1,52,0,4,5,36,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2010,Iowa,5210,IA07300,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,5,9,0,9,0,45,2,2,0,0,64,0,3,3,56,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2009,Iowa,5150,IA07300,0,0,0,0,0,2,2,0,0,0,0,0,0,20,0,1,0,3,16,19,11,6,2,29,2,1,1,0,72,0,4,6,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2008,Iowa,,IA07300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Page County Sheriff's Office,2007,Iowa,,IA07300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Page County Sheriff's Office,2006,Iowa,5520,IA07300,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,1,1,9,26,18,6,2,52,12,5,2,5,103,0,4,4,90,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2005,Iowa,5522,IA07300,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,2,4,24,14,9,3,2,46,11,4,4,3,101,0,6,6,71,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2004,Iowa,5535,IA07300,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,18,24,16,6,2,52,4,3,0,1,99,0,1,1,80,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2003,Iowa,5554,IA07300,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,2,3,1,11,15,12,3,0,30,8,6,1,1,71,0,7,7,53,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2002,Iowa,5761,IA07300,0,0,0,0,0,2,2,0,0,0,0,0,0,22,1,1,0,1,19,33,13,18,2,42,8,2,3,3,107,0,3,5,83,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2001,Iowa,5734,IA07300,0,0,0,0,0,1,1,0,0,0,0,0,0,12,0,2,0,1,9,19,8,10,1,29,5,4,1,0,66,0,3,4,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,2000,Iowa,,IA07300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Page County Sheriff's Office,1999,Iowa,6155,IA07300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,6,0,0,0,0,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,1998,Iowa,6658,IA07300,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,0,11,17,7,9,1,58,13,12,1,0,101,0,2,2,88,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,1997,Iowa,6146,IA07300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,1996,Iowa,,IA07300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Page County Sheriff's Office,1995,Iowa,6125,IA07300,0,0,0,0,0,1,1,0,0,0,0,0,0,25,0,0,0,1,24,21,20,0,1,50,10,7,1,2,107,0,1,2,81,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,1994,Iowa,6111,IA07300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,1,1,0,0,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,1993,Iowa,6079,IA07300,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,1,1,0,0,9,0,0,0,0,13,0,1,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,1992,Iowa,,IA07300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Page County Sheriff's Office,1991,Iowa,,IA07300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Page County Sheriff's Office,1990,Iowa,6194,IA07300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,17,5,0,80,5,2,3,0,108,0,0,1,107,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,1989,Iowa,6874,IA07300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,28,28,0,0,81,2,2,0,0,112,0,0,0,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Page County Sheriff's Office,1988,Iowa,6958,IA07300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,0,63,0,0,0,0,74,0,0,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page County Sheriff's Office,1987,Iowa,7079,IA07300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,1,0,69,3,2,1,0,91,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
