agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Alaska State Troopers,2024,Alaska,278769,AKASP00,0,0,0,13,5,263,253,10,44,6,2,6,30,3482,333,205,422,309,2213,476,293,150,33,820,299,109,108,82,5402,0,1269,1594,1595,3189,8,0,102,96,6,22,5,0,2,15,2182,226,140,257,196,1363,146,89,42,15,135,62,24,24,14,2657,0,819,951,343,1294,0,0,26,26,0,1,0,0,1,0,230,27,11,37,9,146,19,15,4,0,26,8,4,3,1,310,0,84,111,53,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska State Troopers,2023,Alaska,273823,AKASP00,0,0,0,29,10,279,270,9,42,7,5,5,25,3405,337,183,309,273,2303,470,280,159,31,916,365,130,152,83,5516,0,1102,1462,1751,3213,23,5,100,95,5,23,5,4,2,12,2244,270,141,203,189,1441,100,53,33,14,94,70,34,25,11,2659,0,803,954,264,1218,3,2,26,26,0,1,0,1,0,0,175,8,13,10,6,138,11,3,8,0,14,2,0,1,1,234,0,37,69,27,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska State Troopers,2022,Alaska,272743,AKASP00,0,0,0,24,3,318,304,14,42,6,2,12,22,3160,239,165,270,291,2195,502,314,162,26,1119,344,108,150,86,5512,0,965,1352,1965,3317,21,1,130,122,8,23,3,1,5,14,2072,162,125,212,204,1369,121,59,48,14,115,68,26,30,12,2551,0,703,878,304,1182,3,0,34,32,2,3,0,0,2,1,182,5,8,18,6,145,22,9,11,2,17,10,1,4,5,271,0,37,77,49,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska State Troopers,2021,Alaska,266838,AKASP00,0,0,0,14,5,378,366,12,32,6,3,4,19,3563,304,168,337,252,2502,549,322,188,39,1342,380,172,123,85,6263,0,1061,1490,2271,3761,9,2,129,123,6,15,4,3,2,6,2212,227,114,227,171,1473,109,59,40,10,173,64,40,17,7,2713,0,739,894,346,1240,0,0,22,22,0,2,0,1,1,0,166,8,10,12,7,129,27,16,9,2,14,7,5,0,2,238,0,37,61,48,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska State Troopers,2020,Alaska,265416,AKASP00,0,0,153,19,2,267,249,18,40,15,3,4,18,3539,291,199,302,209,2538,752,554,173,25,1246,379,133,88,158,6244,0,1001,1329,2377,3706,17,0,84,77,7,25,8,3,1,13,2507,212,145,220,166,1764,106,75,28,3,141,70,30,21,19,2950,0,743,869,317,1186,0,0,13,13,0,2,1,0,0,1,152,2,15,9,8,118,18,14,4,0,8,13,5,2,6,206,0,34,49,39,88,2,1,32,31,1,0,0,0,0,0,43,3,1,3,1,35,7,2,5,0,24,6,3,0,3,115,0,8,43,37,80
Alaska State Troopers,2019,Alaska,264369,AKASP00,0,0,170,23,1,278,263,15,65,21,3,5,36,3619,276,179,325,223,2616,1073,709,335,29,1446,466,143,107,216,6971,0,1003,1370,2985,4355,19,1,97,93,4,44,12,3,2,27,2647,190,144,238,157,1918,188,125,53,10,383,86,31,20,35,3465,0,729,890,657,1547,0,0,23,23,0,2,1,0,0,1,212,13,11,16,8,164,40,30,8,2,22,23,3,1,19,322,0,48,73,85,158,0,0,33,33,0,1,0,0,0,1,47,4,1,1,2,39,7,2,4,1,19,9,6,1,2,116,0,8,42,35,77
Alaska State Troopers,2018,Alaska,266098,AKASP00,0,0,143,12,1,344,326,18,47,12,3,8,24,3397,282,163,315,224,2413,1040,640,368,32,1639,475,164,130,181,6955,0,984,1388,3154,4542,9,0,88,84,4,28,3,3,7,15,2397,199,125,221,169,1683,159,103,50,6,176,99,41,30,28,2956,0,714,839,434,1273,2,0,29,28,1,1,0,0,1,0,185,7,6,25,5,142,26,18,8,0,19,16,3,2,11,278,0,43,75,61,136,6,0,26,26,0,1,0,0,0,1,39,1,3,2,1,32,4,2,2,0,19,4,2,1,1,99,0,7,40,27,67
Alaska State Troopers,2017,Alaska,263873,AKASP00,0,0,120,18,0,227,210,17,38,19,8,3,8,2890,280,168,283,196,1963,1065,704,329,32,1763,481,154,161,166,6482,0,927,1210,3309,4519,14,0,77,71,6,13,6,4,1,2,1921,213,120,193,139,1256,171,126,39,6,126,88,26,37,25,2410,0,665,769,385,1154,0,0,19,17,2,2,1,1,0,0,136,6,12,13,8,97,43,25,16,2,17,17,5,2,10,234,0,39,60,77,137,4,0,27,27,0,1,0,0,0,1,64,5,2,1,1,55,15,2,13,0,21,16,6,6,4,148,0,9,41,52,93
Alaska State Troopers,2016,Alaska,263543,AKASP00,0,0,134,15,1,301,271,30,36,16,1,10,9,2869,287,156,251,180,1995,1138,657,442,39,1962,456,136,128,192,6778,0,874,1227,3556,4783,16,1,69,58,11,15,5,1,5,4,1939,215,114,186,106,1318,154,112,39,3,110,85,39,30,16,2389,0,621,722,349,1071,4,0,8,6,2,0,0,0,0,0,150,13,14,16,9,98,23,17,5,1,32,17,7,4,6,234,0,52,64,72,136,1,0,53,52,1,0,0,0,0,0,78,4,4,2,3,65,8,2,6,0,37,14,7,5,2,191,0,13,67,59,126
Alaska State Troopers,2015,Alaska,259076,AKASP00,0,0,123,22,4,176,168,8,41,19,2,4,16,2723,249,157,213,157,1947,1047,630,380,37,1548,435,83,171,181,5996,0,776,1019,3030,4049,15,1,68,66,2,22,8,3,5,6,1951,198,128,137,108,1380,113,75,33,5,122,88,24,42,22,2380,0,571,677,323,1000,0,1,4,4,0,0,0,0,0,0,143,0,14,9,4,116,26,16,10,0,20,10,0,1,9,204,0,27,32,56,88,4,0,32,31,1,1,0,0,0,1,107,8,3,1,2,93,8,4,4,0,54,12,4,5,3,218,0,14,51,74,125
Alaska State Troopers,2014,Alaska,256643,AKASP00,2,0,74,21,1,196,187,9,25,6,1,1,17,2922,236,151,219,189,2127,1097,648,427,22,1500,352,105,93,154,6114,0,795,1038,2949,3987,14,1,55,52,3,13,5,1,1,6,2316,195,121,184,133,1683,186,120,64,2,192,69,30,24,15,2846,0,633,716,447,1163,1,0,17,16,1,0,0,0,0,0,154,4,11,15,7,117,49,35,14,0,24,14,5,4,5,259,0,37,55,87,142,2,0,37,29,8,1,1,0,0,0,92,5,7,5,3,72,17,6,9,2,39,25,16,6,3,213,0,20,60,81,141
Alaska State Troopers,2013,Alaska,257070,AKASP00,0,0,52,18,2,367,357,10,21,10,0,4,7,2619,218,155,222,178,1846,972,615,315,42,1633,396,112,98,186,6028,0,773,1181,3001,4182,16,2,171,165,6,11,6,0,1,4,1929,174,111,155,119,1370,180,107,61,12,101,68,26,20,22,2478,0,559,759,349,1108,2,2,25,25,0,2,1,0,0,1,117,8,14,12,5,78,27,15,10,2,17,8,1,2,5,200,0,39,70,52,122,1,0,29,29,0,1,1,0,0,0,82,3,3,2,4,70,4,1,3,0,16,4,1,2,1,137,0,12,43,24,67
Alaska State Troopers,2012,Alaska,255766,AKASP00,0,0,0,8,3,137,123,14,37,13,0,6,18,2668,271,133,136,206,1922,1133,671,429,33,1955,278,99,68,111,6219,0,746,931,3366,4297,6,2,68,57,11,18,6,0,4,8,1569,216,90,88,155,1020,126,76,46,4,84,63,28,17,18,1936,0,549,643,273,916,1,0,3,3,0,0,0,0,0,0,49,7,10,6,4,22,20,13,7,0,6,12,3,2,7,91,0,27,31,38,69,4,0,12,12,0,1,0,0,0,1,42,1,0,0,2,39,7,3,4,0,40,21,10,5,6,127,0,3,20,68,88
Alaska State Troopers,2011,Alaska,251849,AKASP00,0,0,68,12,0,34,31,3,25,10,5,0,10,2829,253,185,205,301,1885,1068,711,337,20,2063,357,119,81,157,6388,0,944,1015,3488,4503,11,0,15,14,1,6,1,1,0,4,1884,172,134,135,176,1267,102,75,25,2,113,53,27,12,14,2184,0,617,649,268,917,0,0,1,0,1,0,0,0,0,0,51,1,10,5,2,33,17,13,4,0,13,11,6,3,2,93,0,18,19,41,60,1,0,4,4,0,1,0,1,0,0,75,4,1,4,1,65,31,18,13,0,80,44,24,8,12,236,0,10,16,155,171
Alaska State Troopers,2010,Alaska,245582,AKASP00,0,0,26,15,3,61,56,5,40,16,2,3,19,2855,247,286,142,203,1977,1056,664,364,28,1975,330,239,26,65,6335,0,878,997,3361,4358,12,3,11,10,1,21,7,2,1,11,1939,181,193,99,152,1314,108,74,33,1,128,50,34,4,12,2272,0,625,672,286,958,0,0,2,2,0,1,0,0,0,1,69,2,7,3,3,54,12,6,6,0,13,5,4,0,1,102,0,15,18,30,48,2,0,3,3,0,0,0,0,0,0,63,1,1,0,2,59,24,11,13,0,90,38,36,2,0,220,0,4,9,152,161
Alaska State Troopers,2009,Alaska,233013,AKASP00,0,0,38,6,6,66,63,3,26,16,4,0,6,2437,192,248,133,188,1676,1006,676,297,33,1981,361,277,18,66,5889,0,761,865,3348,4213,5,5,23,21,2,9,5,0,0,4,1727,143,158,107,140,1179,65,35,27,3,162,59,42,6,11,2055,0,548,590,286,876,0,0,6,6,0,0,0,0,0,0,47,1,8,1,5,32,8,4,4,0,27,7,6,0,1,95,0,15,21,42,63,4,0,7,7,0,0,0,0,0,0,85,2,5,0,6,72,35,25,10,0,93,57,55,1,1,281,0,13,24,185,209
Alaska State Troopers,2008,Alaska,226174,AKASP00,0,0,23,9,1,52,45,7,33,9,3,3,18,2934,160,211,96,210,2257,1181,774,375,32,2598,395,241,53,101,7203,0,677,772,4174,4946,9,0,11,10,1,18,7,0,2,9,2120,143,140,73,174,1590,198,127,67,4,397,87,53,21,13,2840,0,530,568,682,1250,0,0,0,0,0,1,0,0,0,1,96,2,7,2,7,78,36,24,11,1,59,10,5,3,2,202,0,18,19,105,124,2,0,13,13,0,1,0,0,0,1,295,6,8,1,8,272,33,22,11,0,77,43,43,0,0,464,0,23,39,153,192
Alaska State Troopers,2007,Alaska,223933,AKASP00,0,0,6,11,3,91,84,7,42,24,10,0,8,3327,210,267,138,244,2468,1287,848,379,60,2894,547,382,50,115,8202,0,859,1006,4728,5734,5,3,41,34,7,11,5,2,0,4,2396,156,188,98,195,1759,235,147,78,10,504,129,101,8,20,3324,0,637,697,868,1565,1,0,5,4,1,0,0,0,0,0,139,7,12,2,10,108,35,20,12,3,54,34,23,1,10,268,0,31,37,123,160,0,0,17,17,0,1,0,0,0,1,312,7,13,0,10,282,58,35,23,0,96,55,53,1,1,539,0,30,48,209,257
Alaska State Troopers,2006,Alaska,217572,AKASP00,0,0,52,9,1,85,69,16,28,18,3,1,6,3306,196,268,139,256,2447,1338,858,418,62,2790,507,364,34,109,8064,0,859,982,4635,5617,9,2,46,42,4,14,8,1,1,4,2407,145,185,133,187,1757,306,167,128,11,467,111,88,10,13,3362,0,650,721,884,1605,1,0,5,5,0,2,1,0,0,1,119,6,14,9,11,79,65,37,26,2,83,23,21,1,1,298,0,40,48,171,219,1,0,26,26,0,2,0,0,0,2,332,7,12,2,10,301,46,24,22,0,127,63,62,0,1,597,0,31,60,236,296
Alaska State Troopers,2005,Alaska,215739,AKASP00,0,0,31,10,2,158,142,16,41,22,6,3,10,3578,187,276,136,238,2741,1325,833,444,48,2877,610,396,75,139,8601,0,837,1048,4812,5860,14,3,62,54,8,20,10,5,0,5,2604,141,197,112,184,1970,246,177,63,6,479,135,92,15,28,3563,0,634,733,860,1593,1,0,8,8,0,2,2,0,0,0,162,8,18,9,5,122,57,44,13,0,86,26,18,2,6,342,0,40,51,169,220,1,0,18,18,0,1,1,0,0,0,351,11,7,5,9,319,38,25,13,0,119,60,53,4,3,588,0,32,52,217,269
Alaska State Troopers,2004,Alaska,212653,AKASP00,0,0,39,14,1,141,125,16,27,15,3,0,9,3272,219,290,104,161,2498,1268,782,420,66,2511,577,362,55,160,7811,0,774,957,4356,5313,14,5,62,56,6,9,6,1,0,2,2323,163,233,73,111,1743,260,163,89,8,471,145,105,15,25,3289,0,580,670,876,1546,0,1,17,17,0,0,0,0,0,0,179,9,28,8,3,131,74,50,23,1,91,44,32,3,9,406,0,48,66,209,275,1,0,29,29,0,1,0,1,0,0,384,6,13,2,2,361,52,30,22,0,153,73,72,1,0,693,0,23,54,278,332
Alaska State Troopers,2003,Alaska,210383,AKASP00,0,0,10,15,2,178,168,10,23,8,6,1,8,3316,193,248,96,137,2642,1498,1018,425,55,2773,569,377,59,133,8374,0,674,892,4840,5732,14,0,100,91,9,10,2,1,2,5,2465,159,187,68,102,1949,298,194,94,10,506,117,83,14,20,3510,0,516,640,921,1561,3,0,26,24,2,0,0,0,0,0,191,15,24,3,6,143,75,49,22,4,113,29,21,5,3,437,0,48,77,217,294,2,0,19,19,0,1,0,0,1,0,391,15,5,0,7,364,51,40,11,0,166,89,85,1,3,719,0,27,49,306,355
Alaska State Troopers,2002,Alaska,209156,AKASP00,0,0,5,10,2,116,103,13,30,19,3,1,7,2954,186,208,56,120,2384,1319,900,361,58,2276,573,463,36,74,7280,0,570,728,4168,4896,12,2,59,54,5,14,8,1,2,3,2358,164,176,87,103,1828,203,125,67,11,407,114,88,13,13,3169,0,530,617,724,1341,1,0,14,13,1,2,0,0,1,1,208,8,22,10,9,159,69,47,19,3,108,50,37,8,5,452,0,49,66,227,293,1,0,30,30,0,2,1,0,0,1,348,9,10,1,3,325,48,32,16,0,143,81,80,1,0,653,0,23,56,272,328
Alaska State Troopers,2001,Alaska,206159,AKASP00,0,0,10,13,4,126,114,12,26,18,3,0,5,2868,150,204,97,80,2337,1227,848,309,70,2263,554,431,58,65,7081,0,531,700,4044,4744,13,2,61,53,8,14,11,1,0,2,2341,124,167,90,89,1871,239,146,88,5,455,146,111,16,19,3271,0,470,560,840,1400,0,0,5,4,1,3,2,1,0,0,234,21,23,13,8,169,107,64,40,3,154,52,36,9,7,555,0,65,73,313,386,1,0,17,17,0,1,1,0,0,0,443,6,7,2,6,422,40,27,13,0,183,75,71,1,3,760,0,21,40,298,338
Alaska State Troopers,2000,Alaska,203574,AKASP00,0,0,8,10,5,142,122,20,22,7,4,0,11,2789,144,175,31,84,2355,1333,906,375,52,2430,512,415,36,61,7243,0,434,613,4275,4888,9,12,84,74,10,10,2,0,0,8,2405,144,147,41,78,1995,289,187,95,7,553,139,119,6,14,3501,0,410,525,981,1506,1,1,16,16,0,1,0,0,0,1,244,19,23,5,5,192,139,89,45,5,187,65,57,3,5,654,0,52,71,391,462,1,0,18,18,0,1,0,0,0,1,389,8,6,1,4,370,71,43,28,0,172,46,45,0,1,698,0,19,39,289,328
Alaska State Troopers,1999,Alaska,193499,AKASP00,0,0,16,23,2,145,120,25,32,13,6,3,10,2927,211,192,57,116,2351,1154,777,342,35,2285,448,408,9,31,7016,0,576,778,3887,4665,23,5,88,71,17,23,8,7,1,7,2536,181,169,53,100,2033,286,195,83,8,454,126,115,5,6,3541,0,503,642,866,1508,5,0,10,7,3,3,0,2,0,1,254,27,23,5,6,193,121,88,31,2,142,46,43,1,2,581,0,61,79,309,388,1,0,27,27,0,1,0,0,1,0,299,15,14,1,2,267,53,39,14,0,168,24,22,1,1,573,0,32,61,245,306
Alaska State Troopers,1998,Alaska,193333,AKASP00,0,0,11,11,0,134,113,21,31,10,9,1,11,3084,201,214,56,142,2471,1308,921,331,56,2426,468,421,10,37,7462,0,613,789,4202,4991,17,3,90,78,12,16,3,6,1,6,2773,210,194,56,124,2189,417,276,128,13,605,161,140,4,17,4082,0,584,710,1183,1893,3,1,18,15,3,5,2,0,1,2,281,25,31,8,9,208,178,119,50,9,227,43,34,2,7,756,0,73,100,448,548,0,0,33,33,0,2,0,0,0,2,330,10,10,0,8,302,60,35,25,0,157,34,33,0,1,616,0,28,63,251,314
Alaska State Troopers,1997,Alaska,191726,AKASP00,0,0,18,18,4,137,124,13,25,9,5,1,10,3073,257,198,38,133,2447,1292,870,363,59,2476,485,423,16,46,7510,0,626,810,4253,5063,16,3,63,54,9,14,7,2,0,5,2404,198,166,38,116,1886,356,240,114,2,506,130,112,6,12,3492,0,518,614,992,1606,2,1,14,13,1,5,0,2,0,3,287,27,31,2,12,215,131,92,38,1,174,45,41,3,1,659,0,72,94,350,444,1,0,29,29,0,1,0,0,0,1,374,7,12,1,11,343,77,49,28,0,182,71,71,0,0,735,0,31,62,330,392
