agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Mahtomedi Police,1991,Minnesota,5641,MN08203,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,1,2,0,38,33,21,8,4,99,6,4,1,1,181,0,5,5,138,143,0,0,0,0,0,0,0,0,0,0,23,1,1,2,0,19,1,1,0,0,8,2,2,0,0,34,0,4,4,11,15,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,3,0,0,0,0,5,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,2,0,0,6,0,0,0,6,6
Mahtomedi Police,1990,Minnesota,5569,MN08203,0,0,0,0,0,2,2,0,0,0,0,0,0,27,0,1,2,0,24,37,22,13,2,99,11,5,1,5,176,0,3,5,147,152,0,0,1,1,0,0,0,0,0,0,24,0,0,2,0,22,3,1,1,1,10,2,2,0,0,40,0,2,3,15,18,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,5,1,1,0,0,2,0,0,0,0,10,0,2,2,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,3,2,2,0,0,7,0,0,0,6,6
Mahtomedi Police,1989,Minnesota,4882,MN08203,0,0,0,0,0,1,0,1,1,0,1,0,0,43,0,0,3,0,40,30,17,10,3,103,9,6,2,1,187,0,3,5,142,147,0,0,1,0,1,1,0,1,0,0,39,0,0,3,0,36,2,1,1,0,12,2,2,0,0,57,0,3,5,16,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,8,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,5,4,3,1,0,11,0,0,0,10,10
Mahtomedi Police,1988,Minnesota,4636,MN08203,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,2,1,0,35,51,32,14,5,129,8,7,1,0,228,0,5,5,188,193,0,0,0,0,0,0,0,0,0,0,37,2,2,1,0,32,1,0,1,0,13,4,4,0,0,55,0,5,5,18,23,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,1,0,1,0,1,0,0,0,0,5,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,3,2,0,1,8,0,0,0,8,8
Mahtomedi Police,1987,Minnesota,4451,MN08203,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,4,1,1,36,56,41,11,4,110,12,8,1,3,220,0,6,6,178,184,0,0,0,0,0,0,0,0,0,0,40,0,3,1,1,35,6,5,0,1,15,3,3,0,0,64,0,5,5,24,29,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,3,3,0,0,4,2,2,0,0,11,0,1,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,2,2,0,0,7,0,0,0,7,7
Mahtomedi Police,1986,Minnesota,4170,MN08203,0,0,0,0,0,1,1,0,0,0,0,0,0,37,0,1,0,0,36,35,21,11,3,111,6,4,0,2,190,0,1,2,152,154,0,0,1,1,0,0,0,0,0,0,33,0,1,0,0,32,1,1,0,0,13,1,1,0,0,49,0,1,2,15,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,7,0,0,0,7,7
Mahtomedi Police,1985,Minnesota,4033,MN08203,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,1,1,25,48,31,13,4,105,4,4,0,0,185,0,3,3,157,160,0,0,0,0,0,0,0,0,0,0,27,0,1,1,1,24,1,1,0,0,13,1,1,0,0,42,0,3,3,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,4,2,1,1,8,0,0,0,8,8
Mahtomedi Police,1984,Minnesota,4003,MN08203,0,0,0,0,0,0,0,0,1,0,0,0,1,24,0,0,0,0,24,34,18,8,8,92,7,5,0,2,158,0,0,1,133,134,0,0,0,0,0,1,0,0,0,1,19,0,0,0,0,19,9,7,2,0,12,3,2,0,1,44,0,0,1,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,4,1,1,0,0,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,4,4
Mahtomedi Police,1983,Minnesota,3937,MN08203,0,0,0,0,0,1,1,0,1,0,0,1,0,21,0,0,0,0,21,67,37,23,7,115,10,7,0,3,215,0,0,2,192,194,0,0,1,1,0,0,0,0,0,0,19,0,0,0,0,19,2,1,1,0,15,5,5,0,0,42,0,0,1,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,3,3,0,0,8,0,0,0,8,8
Mahtomedi Police,1982,Minnesota,3927,MN08203,0,0,0,0,0,2,2,0,2,1,0,1,0,32,1,0,1,0,30,53,30,20,3,110,2,0,0,2,201,0,2,6,165,171,0,0,1,1,0,1,0,0,1,0,28,1,0,1,0,26,4,3,1,0,8,0,0,0,0,42,0,2,4,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
