agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Custer County Sheriff's Office,2023,Oklahoma,5756,OK02000,0,0,0,2,0,1,1,0,1,0,0,1,0,49,3,5,0,4,37,6,3,3,0,18,10,6,2,2,87,0,12,16,34,50,0,0,0,0,0,0,0,0,0,0,14,1,3,0,0,10,0,0,0,0,1,0,0,0,0,15,0,4,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer County Sheriff's Office,2022,Oklahoma,5797,OK02000,0,0,0,0,0,3,2,1,0,0,0,0,0,52,1,2,3,1,45,12,5,6,1,42,16,10,6,0,125,0,7,10,70,80,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,6,0,0,0,0,1,3,3,0,0,12,0,2,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer County Sheriff's Office,2021,Oklahoma,6164,OK02000,0,0,0,1,0,1,1,0,1,1,0,0,0,42,2,5,0,3,32,22,14,8,0,49,13,10,2,1,129,0,10,13,84,97,0,0,0,0,0,0,0,0,0,0,12,1,3,0,0,8,2,0,2,0,0,2,1,1,0,16,0,4,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer County Sheriff's Office,2020,Oklahoma,6428,OK02000,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,1,2,2,38,43,35,7,1,51,7,2,4,1,145,0,6,6,101,107,0,0,0,0,0,0,0,0,0,0,9,0,1,1,1,6,1,0,1,0,2,0,0,0,0,12,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer County Sheriff's Office,2019,Oklahoma,6295,OK02000,0,0,0,1,0,2,2,0,0,0,0,0,0,55,0,1,2,6,46,44,23,20,1,56,13,10,3,0,171,0,9,12,113,125,0,0,0,0,0,0,0,0,0,0,15,0,0,1,2,12,5,2,3,0,1,2,2,0,0,23,0,3,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer County Sheriff's Office,2018,Oklahoma,6259,OK02000,0,0,0,0,0,2,2,0,2,0,1,0,1,60,0,2,3,1,54,32,17,15,0,29,15,11,1,3,140,0,6,10,76,86,0,0,0,0,0,0,0,0,0,0,16,0,1,0,1,14,3,1,2,0,0,0,0,0,0,19,0,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer County Sheriff's Office,2017,Oklahoma,6582,OK02000,0,0,0,0,0,1,1,0,0,0,0,0,0,57,2,3,14,2,36,29,17,11,1,36,8,7,1,0,131,0,21,22,73,95,0,0,0,0,0,0,0,0,0,0,22,0,1,8,0,13,0,0,0,0,2,2,2,0,0,26,0,9,9,4,13,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,1,1,0,0,7,0,4,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer County Sheriff's Office,2016,Oklahoma,7997,OK02000,0,0,0,0,0,3,2,1,0,0,0,0,0,37,2,0,1,2,32,25,12,12,1,44,6,5,1,0,115,0,5,8,75,83,0,0,1,1,0,0,0,0,0,0,12,2,0,1,0,9,0,0,0,0,2,1,1,0,0,16,0,3,4,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer County Sheriff's Office,2015,Oklahoma,8130,OK02000,0,0,0,0,0,3,2,1,2,0,0,0,2,52,3,2,2,0,45,31,20,10,1,41,12,5,4,3,141,0,7,12,84,96,0,0,0,0,0,1,0,0,0,1,22,1,1,0,0,20,3,3,0,0,2,1,1,0,0,29,0,2,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer County Sheriff's Office,2014,Oklahoma,8127,OK02000,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,3,0,17,44,32,12,0,49,18,9,7,2,133,0,5,5,111,116,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,5,1,0,1,0,1,2,1,1,0,10,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
