agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Golden Police Department,2023,Colorado,20499,CO03002,0,0,0,0,0,2,2,0,5,4,1,0,0,83,11,2,9,4,57,46,31,11,4,391,68,43,18,7,595,0,26,33,505,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Police Department,2022,Colorado,19638,CO03002,0,0,0,0,0,3,3,0,3,1,0,0,2,123,10,12,13,1,87,113,63,42,8,587,101,72,23,6,930,0,36,42,801,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Police Department,2021,Colorado,20498,CO03002,0,0,0,0,1,2,2,0,2,1,0,0,1,139,13,10,14,6,96,85,36,46,3,521,122,75,39,8,872,0,43,47,728,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Police Department,2020,Colorado,20981,CO03002,0,0,0,0,0,5,4,1,5,1,2,1,1,108,2,9,7,5,85,120,69,46,5,523,88,52,29,7,849,0,23,33,731,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Police Department,2019,Colorado,,CO03002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Police Department,2018,Colorado,20768,CO03002,0,0,0,0,0,16,14,2,2,0,0,0,2,103,8,2,11,5,77,49,19,23,7,439,47,35,8,4,656,0,26,44,535,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Police Department,2017,Colorado,20948,CO03002,0,0,0,1,1,7,7,0,3,1,0,1,1,128,1,4,4,3,116,58,27,27,4,486,53,46,5,2,737,0,12,23,597,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Police Department,2016,Colorado,20616,CO03002,0,0,0,0,0,4,4,0,3,0,0,0,3,101,8,7,6,3,77,36,14,17,5,402,42,34,3,5,588,0,24,31,480,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Police Department,2015,Colorado,20448,CO03002,0,0,0,0,0,7,6,1,2,1,0,0,1,122,2,9,3,5,103,45,23,18,4,340,38,27,6,5,554,0,19,28,423,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Police Department,2014,Colorado,19556,CO03002,0,0,0,1,0,9,7,2,3,0,0,2,1,99,3,12,11,5,68,44,17,24,3,299,32,24,2,6,487,0,31,44,375,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
